objectid,facil_id,instit_id,facil_name,facil_addr,grade_leve,grade_org,facil_tele,zipcode,tencode,st_code,facil_type,instit_typ,enrollment,active,cartodb_id,created_at,updated_at,longitude_0,latitude_0,geojson
342,226514052,226514052,Maternity Bvm,9322    BUSTLETON       AVE,Elementary School,pre K-8,215-673-0235,19115,2276009322,22760,School,Archdiocese,693,O,215,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0389904619325,40.0819148670823,"{""type"":""Point"",""coordinates"":[-75.03899,40.08191]}"
343,226514852,226514852,Our Lady Of Calvary,11024    KNIGHTS         RD,Elementary School,K-8,215-637-1648,19154,2276011024,22760,School,Archdiocese,913,O,216,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9793145155895,40.0789941085788,"{""type"":""Point"",""coordinates"":[-74.97931,40.07899]}"
344,226511102,226511102,Christ The King,3201 CHESTERFIELD  RD,Elementary School,K-8,215-632-1375,19114,2278003201,22780,School,Archdiocese,467,O,217,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9952987955692,40.0752742184439,"{""type"":""Point"",""coordinates"":[-74.9953,40.07527]}"
345,226515302,226515302,Our Mother Of Consolation,17 E CHESNUT HILL AVE,Elementary School,pre K-8,215-247-1060,19118,2286000007,22860,School,Archdiocese,207,O,218,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2101829494663,40.0792597002615,"{""type"":""Point"",""coordinates"":[-75.21018,40.07926]}"
346,226512152,226512152,Holy Cross,148 E  MT AIRY         AVE,Elementary School,pre K-8,215-242-0414,19119,5740000148,57400,School,Archdiocese,194,O,219,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1887149864104,40.0617420043673,"{""type"":""Point"",""coordinates"":[-75.18871,40.06174]}"
347,226518092,226518092,St. Jerome,2950 Holme Ave,Elementary School,pre K-8,215-642-0637,19136,4322002950,43220,School,Archdiocese,647,O,220,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0302315228719,40.0556419504113,"{""type"":""Point"",""coordinates"":[-75.03023,40.05564]}"
348,226515552,226515552,Resurrection,2020 SHELMIRE ST,Elementary School,pre K-8,215-742-1127,19152,7252002000,72520,School,Archdiocese,805,O,221,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0624463304658,40.0533920075796,"{""type"":""Point"",""coordinates"":[-75.06245,40.05339]}"
349,226511602,226511602,Father Judge H.S.,3501    SOLLY           AVE,High School,9-12,215-338-9494,19136,7324003501,73240,School,Archdiocese,1302,O,222,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0233953766747,40.0481934786435,"{""type"":""Point"",""coordinates"":[-75.0234,40.04819]}"
350,226510752,226510752,Cardinal Dougherty H.S.,6465 N 02ND       ST,High School,9-12,215-276-2300,19120,8783006465,87830,School,Archdiocese,1151,C,223,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1217501441021,40.0468656465981,"{""type"":""Point"",""coordinates"":[-75.12175,40.04687]}"
351,226519502_1,226519502,St William,6200 Rising Sun Ave,Elementary School,K-5,215-342-3369,19111,6860006200,68600,School,Archdiocese,552,C,224,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0973729701014,40.0483741873891,"{""type"":""Point"",""coordinates"":[-75.09737,40.04837]}"
352,226517902,226517902,St. Helena,6101 N  05TH            ST,Elementary School,pre K-8,215-549-2947,19120,8789006101,87890,School,Archdiocese,287,O,225,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1283349032907,40.0443963815871,"{""type"":""Point"",""coordinates"":[-75.12833,40.0444]}"
353,226515102,226515102,Our Lady Of Ransom,6700 E  ROOSEVELT       BLV,Elementary School,K-8,215-332-4352,19149,6922006700,69220,School,Archdiocese,317,2,226,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0630204044487,40.0378820749288,"{""type"":""Point"",""coordinates"":[-75.06302,40.03788]}"
383,226519282,226519282,St. Rose Of Lima,1508 N  Wanamaker St,Elementary School,K-8,215-473-6030,19131,,81320,School,Archdiocese,234,O,227,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2378937280643,39.9750730015867,"{""type"":""Point"",""coordinates"":[-75.23789,39.97507]}"
384,226512702,226512702,Immaculate Heart Of Mary,801 CATHEDRAL  RD,Elementary School,pre K-8,215-482-2029,19128,,21920,School,Archdiocese,482,O,228,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2345343259595,40.0644126868035,"{""type"":""Point"",""coordinates"":[-75.23453,40.06441]}"
385,226516952,226516952,St. Casimir,322-40 WHARTON ST,,1-8,215-334-8407,19147,8274000322,82740,,Archdiocese,0,C,229,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1508106042506,39.931460261469,"{""type"":""Point"",""coordinates"":[-75.15081,39.93146]}"
386,226516752,226516752,St. Boniface,142 W Diamond St,Elementary School,pre K-8,215-634-6588,19122,2844000142,28440,,Archdiocese,227,C,230,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1352266363694,39.9812093322887,"{""type"":""Point"",""coordinates"":[-75.13523,39.98121]}"
387,226516302,226516302,St. Athanasius_Immaculate Conception,7101 LIMEKILN   PK,Elementary School,K-8,215-424-5045,19138,2276007101,22760,School,Archdiocese,282,O,231,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1540850944442,40.0616922598932,"{""type"":""Point"",""coordinates"":[-75.15409,40.06169]}"
388,226516602,226516602,St. Benedict,1931  MEDARY AVE,Elementary School,K-8,215-424-8073,19141,5514001931,55140,School,Archdiocese,171,C,232,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1514856326672,40.0505924159624,"{""type"":""Point"",""coordinates"":[-75.15149,40.05059]}"
389,226517052,226517052,St. Cecilia,525 RHAWN ST,Elementary School,K-8,215-725-8588,19111,6818000535,68180,School,Archdiocese,903,O,233,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0812814134281,40.0770802818017,"{""type"":""Point"",""coordinates"":[-75.08128,40.07708]}"
390,226517252,226517252,St. Martin Deporres,2340 W  LEHIGH AVE,Elementary School,K-8,215-223-6872,19132,5000002300,50000,School,Archdiocese,431,O,234,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1695629028547,39.9955472431185,"{""type"":""Point"",""coordinates"":[-75.16956,39.99555]}"
391,226515852,226515852,Our Lady of Port Richmond,2642 E  ALLEGHENY AVE,Elementary School,pre K-8,215-739-1920,19134,5284002642,52840,School,Archdiocese,239,O,235,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1020172201079,39.9849545999268,"{""type"":""Point"",""coordinates"":[-75.10202,39.98495]}"
392,226516202,226516202,St. Anselm,12656    DUNKS FERRY RD,Elementary School,K-8,215-632-1133,19154,2950012656,29500,School,Archdiocese,703,O,236,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9723138719081,40.1023925585018,"{""type"":""Point"",""coordinates"":[-74.97231,40.10239]}"
393,226516652,226516652,St. Bernard's,7340    JACKSON  ST,Elementary School,K-8,215-624-5204,19136,4576007340,45760,School,Archdiocese,411,C,237,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0356588513265,40.0336402220661,"{""type"":""Point"",""coordinates"":[-75.03566,40.03364]}"
394,226517152,226517152,St. Christopher,13301 PROCTOR RD,Elementary School,pre K-8,215-673-5787,19116,6578013301,65780,School,Archdiocese,823,O,238,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0100337367187,40.1244466672624,"{""type"":""Point"",""coordinates"":[-75.01003,40.12445]}"
395,226516452,226516452,"Mary, Mother Of Peace",6300   BUIST AVE,Elementary School,pre K-8,215-729-3603,19142,1974006300,19740,School,Archdiocese,442,O,239,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2270106034666,39.9219682691047,"{""type"":""Point"",""coordinates"":[-75.22701,39.92197]}"
396,226517702,226517702,Our Lady Of Angels,1432 S  29TH ST,Elementary School,pre K-8,215-468-7230,19146,8837001432,88370,School,Archdiocese,241,O,240,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1937045316563,39.935260929192,"{""type"":""Point"",""coordinates"":[-75.1937,39.93526]}"
397,226517302,226517302,St. Dominic,8504  FRANKFORD AVE,Elementary School,pre K-8,215-333-6703,19136,3496008504,34960,School,Archdiocese,483,O,241,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0155749392201,40.0468964828669,"{""type"":""Point"",""coordinates"":[-75.01557,40.0469]}"
398,226517552,226517552,St. Francis De Sales,4615  SPRINGFIELD AVE,Elementary School,pre K-8,215-387-1749,19143,7390004615,73900,School,Archdiocese,526,O,242,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2154928803262,39.9477680033098,"{""type"":""Point"",""coordinates"":[-75.21549,39.94777]}"
399,226518692,226518692,Neumann-Goretti  H.S.,1736 S 10TH ST,High School,9-12,215-465-8437,19148,8800001730,88000,School,Archdiocese,684,O,243,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1629261273414,39.9273834677364,"{""type"":""Point"",""coordinates"":[-75.16293,39.92738]}"
400,226518032,226518032,St. Hugh,131 W  TIOGA ST,Elementary School,pre K-8,215-634-3060,19140,7742000147,77420,School,Archdiocese,234,C,244,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1299727664192,40.0036749340891,"{""type"":""Point"",""coordinates"":[-75.12997,40.00367]}"
401,226518002,226518002,St. Hubert's H.S.,4601 COTTMAN AVE,High School,9-12,215-624-6840,19136,2528004601,25280,School,Archdiocese,1160,O,245,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0343223566788,40.031347466042,"{""type"":""Point"",""coordinates"":[-75.03432,40.03135]}"
402,226519522,226519522,Stella Maris,2901 S  10TH ST,Elementary School,pre K-8,215-467-6262,19148,8800002901,88000,School,Archdiocese,261,C,246,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1632505296164,39.9128604728613,"{""type"":""Point"",""coordinates"":[-75.16325,39.91286]}"
403,226519752,226519752,Visitation  BVM,300 E Lehigh Ave,Elementary School,pre K-8,215-634-7280,19125,4998000300,49980,School,Archdiocese,433,O,247,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1267921325929,39.9898863467638,"{""type"":""Point"",""coordinates"":[-75.12679,39.98989]}"
404,226519902,226519902,West Philadelphia Catholic,4501  CHESTNUT ST,High School,9-12,215-386-2244,19139,2282004501,22820,School,Archdiocese,711,O,248,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2116938092537,39.9572460921104,"{""type"":""Point"",""coordinates"":[-75.21169,39.95725]}"
405,226519382,226519382,St. Thomas Aquinas,1616 S  17TH ST,Elementary School,pre K-8,215-334-0878,19145,8812001616,88120,School,Archdiocese,556,O,249,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1746904967194,39.9303939646083,"{""type"":""Point"",""coordinates"":[-75.17469,39.93039]}"
406,226519222,226519222,St. Raymond,1330    VERNON RD,Elementary School,pre K-8,215-548-1919,19150,7996001330,79960,School,Archdiocese,262,O,250,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1671160498267,40.0719833521277,"{""type"":""Point"",""coordinates"":[-75.16712,40.07198]}"
407,226519242,226519242,St. Richard,1800  POLLOCK ST,Elementary School,pre K-8,215-467-5430,19145,6520001800,65200,School,Archdiocese,254,O,251,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1785298675865,39.9135601388693,"{""type"":""Point"",""coordinates"":[-75.17853,39.91356]}"
408,226519422,226519422,St. Timothy,3001    LEVICK ST,Elementary School,K-8,215-338-9797,19149,5050003001,50500,School,Archdiocese,834,O,252,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0604253862336,40.0307854310381,"{""type"":""Point"",""coordinates"":[-75.06043,40.03079]}"
409,226519142,226519142,St. Peter the Apostle,1019 N  05TH      ST,Elementary School,pre K-8,215-922-5958,19123,8789001019,87890,School,Archdiocese,286,O,253,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1448749178806,39.9695864059892,"{""type"":""Point"",""coordinates"":[-75.14487,39.96959]}"
410,226518932,226518932,St. Matthew,3000    COTTMAN         AVE,Elementary School,K-8,215-333-3142,19149,2528003000,25280,School,Archdiocese,1187,O,254,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0499661464974,40.0414332624768,"{""type"":""Point"",""coordinates"":[-75.04997,40.04143]}"
411,226518422,226518422,St. Laurentius,1612  E  BERKS           ST,Elementary School,K-8,215-423-8834,19125,1718001612,17180,School,Archdiocese,222,O,255,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.129627062465,39.9766775695453,"{""type"":""Point"",""coordinates"":[-75.12963,39.97668]}"
354,226512102,226512102,Our Lady Of Hope,5200 N  BROAD   ST,Elementary School,K-8,215-324-4211,19141,1914005200,19140,School,Archdiocese,232,C,256,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1466535310057,40.0328660406143,"{""type"":""Point"",""coordinates"":[-75.14665,40.03287]}"
355,226512802,226512802,Incarnation,425 W LINDLEY AVE,Elementary School,K-8,215-457-2779,19120,5094000401,50940,School,Archdiocese,384,2,257,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1308676982309,40.0288846401986,"{""type"":""Point"",""coordinates"":[-75.13087,40.02888]}"
356,226514652,226514652,Our Lady Of Consolation,4816 Princeton Ave,Elementary School,K-8,215-624-0505,19135,6574004824,65740,School,Archdiocese,237,2,258,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0377678549316,40.0264179715188,"{""type"":""Point"",""coordinates"":[-75.03777,40.02642]}"
357,226512952,226512952,Little Flower H.s.,1001 W  LUZERNE         ST,Elementary School,pre K-8,215-455-6900,19140,5204001001,52040,School,Archdiocese,783,O,259,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.144714316478,40.0135126405915,"{""type"":""Point"",""coordinates"":[-75.14471,40.01351]}"
358,226512252,226512252,Holy Innocents,1301 E  HUNTING PARK    AVE,Elementary School,K-8,215-743-5909,19124,4402001301,44020,School,Archdiocese,627,O,260,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.101608399642,40.0116882041554,"{""type"":""Point"",""coordinates"":[-75.10161,40.01169]}"
359,226514452,226514452,Northeast Cathlic H.S.,1840    TORRESDALE      AVE,High School,9-12,215-831-1234,19124,7760001840,77600,School,Archdiocese,784,C,261,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0940065209447,40.0056099749163,"{""type"":""Point"",""coordinates"":[-75.09401,40.00561]}"
360,226519442,226519442,St. Veronica,3521 N 06TH ST,Elementary School,K-8,215-225-1575,19140,8791003501,87910,School,Archdiocese,241,O,262,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1389736157373,40.0049040434727,"{""type"":""Point"",""coordinates"":[-75.13897,40.0049]}"
361,226510552,226510552,Ascension,701 E  WESTMORELAND    ST,Elementary School,pre K-8,215-739-6226,19134,8256000701,82560,Annex,Archdiocese,200,C,263,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.115754708549,39.9986843914925,"{""type"":""Point"",""coordinates"":[-75.11575,39.99868]}"
362,226517752,226517752,St. George,2700 E Venango St,Elementary School,K-8,215-634-8803,19134,7990002700,79900,School,Archdiocese,200,O,264,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0933470316531,39.9885810309728,"{""type"":""Point"",""coordinates"":[-75.09335,39.98858]}"
363,226514552,226514552,Our Lady Help Of Christians,2424 E  ALLEGHENY       AVE,Elementary School,pre K-8,215-427-3499,19134,1204002424,12040,School,Archdiocese,224,C,265,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1057761189142,39.9872373127421,"{""type"":""Point"",""coordinates"":[-75.10578,39.98724]}"
364,226514302,226514302,Nativity Bvm,2545 E  MADISON         ST,Elementary School,K-8,215-739-8761,19134,5284002545,52840,School,Archdiocese,297,C,266,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1025988480339,39.9869315745996,"{""type"":""Point"",""coordinates"":[-75.1026,39.98693]}"
365,226516122_1,226516122,St Anne,2627 MEMPHIS  ST,Elementary School,pre K-8,215-634-4231,19125,5546002627,55460,School,Archdiocese,312,C,267,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1188438565808,39.9816284125667,"{""type"":""Point"",""coordinates"":[-75.11884,39.98163]}"
366,226516122_2,226516122,St Anne,2627  MEMPHIS  ST,Elementary School,pre K-8,215-634-4231,19125,5546002627,55460,School,Archdiocese,312,C,268,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1197912292683,39.9819399907024,"{""type"":""Point"",""coordinates"":[-75.11979,39.98194]}"
367,226514252,226514252,Mother Of Divine Grace,2612 E MONMOUTH ST,Elementary School,pre K-8,215-426-7325,19134,5662002612,56620,School,Archdiocese,228,O,269,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1103165814409,39.9815446352054,"{""type"":""Point"",""coordinates"":[-75.11032,39.98154]}"
368,226515352,226515352,Our Mother Of Sorrows,4800-14 Lancaster Ave,Elementary School,pre K-8,215-473-5828,19131,4890004800,48900,School,Archdiocese,215,O,270,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2176155368535,39.970636643307,"{""type"":""Point"",""coordinates"":[-75.21762,39.97064]}"
369,226514752,226514752,Our Lady Of The Blessed Sacrament,344 N Felton St,Elementary School,pre K-8,215-474-4011,19139,8907000339,89070,School,Archdiocese,174,2,271,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2447485031792,39.9682630475215,"{""type"":""Point"",""coordinates"":[-75.24475,39.96826]}"
370,226517652,226517652,St Francis Xavier,641 N 24th St,Elementary School,pre K-8,215-763-6564,19130,8826000641,88260,School,Archdiocese,230,O,272,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1768643472241,39.9665637499665,"{""type"":""Point"",""coordinates"":[-75.17686,39.96656]}"
371,226512852,226512852,Hallahan H.s.,312 N  18TH            ST,High School,9-12,215-563-8930,19103,8813000312,88130,School,Archdiocese,679,O,273,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1694308208445,39.9598897918075,"{""type"":""Point"",""coordinates"":[-75.16943,39.95989]}"
372,226515602,226515602,Roman Catholic H.s.,301 N  BROAD         ST,High School,9-12,215-627-1270,19107,1914000301,19140,School,Archdiocese,898,O,274,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1619624267808,39.9582914730196,"{""type"":""Point"",""coordinates"":[-75.16196,39.95829]}"
373,226512352,226512352,Holy Redeemer,903 VINE ST,Elementary School,1-8,215-922-0999,19107,8012000903,80120,School,Archdiocese,240,O,275,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.154982965846,39.9575417619738,"{""type"":""Point"",""coordinates"":[-75.15498,39.95754]}"
374,226510352,226510352,Annunciation,1150 WHARTON ST,Elementary School,pre K-8,215-465-1416,19147,8274001148,82740,School,Archdiocese,154,2,276,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1636426495182,39.9333954592542,"{""type"":""Point"",""coordinates"":[-75.16364,39.9334]}"
375,226515652,226515652,Sacred Heart,1329 E  MOYAMENSING     AVE,Elementary School,pre K-8,215-462-4129,19147,5732001329,57320,School,Archdiocese,213,2,277,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1493911821833,39.9307277251039,"{""type"":""Point"",""coordinates"":[-75.14939,39.93073]}"
376,226511502,226511502,Epiphany,1248 JACKSON ST,Elementary School,pre K-8,215-467-5385,19148,4576001248,45760,School,Archdiocese,272,O,278,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1675226085769,39.9225880997304,"{""type"":""Point"",""coordinates"":[-75.16752,39.92259]}"
377,226519022_1,226519022,St Monica,1700  RITNER ST,Elementary School,K-8,215-334-3777,19145,6864001700,68640,School,Archdiocese,613,O,279,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1762687973375,39.9209553719887,"{""type"":""Point"",""coordinates"":[-75.17627,39.92096]}"
378,226512402,226512402,Holy Spirit,1845    HARTRANFT       ST,Elementary School,pre K-8,215-389-0715,19145,4098001845,40980,School,Archdiocese,230,2,280,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1801545445634,39.9095687825065,"{""type"":""Point"",""coordinates"":[-75.18015,39.90957]}"
379,226518182,226518182,Pope John Paul II,4415 ALMOND ST,Elementary School,pre K-8,215-535-3446,19137,1230004415,12300,School,Archdiocese,195,2,281,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0745836163301,40.0003626835108,"{""type"":""Point"",""coordinates"":[-75.07458,40.00036]}"
380,226517602,226517602,DePaul,44 W Logan St,Elementary School,1-8,215-842-1266,19144,5146000048,51460,School,Archdiocese,210,O,282,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1630031131947,40.0271094319756,"{""type"":""Point"",""coordinates"":[-75.163,40.02711]}"
381,226514702,226514702,Our Lady Of Mt. Carmel,315 SHUNK ST,Elementary School,pre K-8,215-334-0584,19148,8788002551,87880,Annex,Archdiocese,406,C,283,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1541668846048,39.9161802280536,"{""type"":""Point"",""coordinates"":[-75.15417,39.91618]}"
382,226514702,226514702,Our Lady Of Mt. Carmel,2329 S 03RD ST,Elementary School,K-8,215-334-0584,19148,8786002301,87860,School,Archdiocese,0,2,284,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1518837145284,39.9188716834822,"{""type"":""Point"",""coordinates"":[-75.15188,39.91887]}"
168,5350,535,"McKinley, William",2101 Orkney St.,Elementary School,K-7,291-4702,19122 - 1546,7568000412,75680,School,District,377,O,285,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1411444499985,39.983392318412,"{""type"":""Point"",""coordinates"":[-75.14114,39.98339]}"
169,2490,249,"Waring, Laura W.",1801-27 Green St.,Elementary School,K-5,684-5073,19130 - 3904,3842001801,38420,School,District,261,O,286,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.168016562576,39.9648870405197,"{""type"":""Point"",""coordinates"":[-75.16802,39.96489]}"
170,1470,147,"Locke, Alain",4550  Haverford Ave.,Elementary School,K-5,823-8202,19139 - 2825,4124004420,41240,School,District,380,O,287,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2124867812864,39.9619282903729,"{""type"":""Point"",""coordinates"":[-75.21249,39.96193]}"
171,1390,139,"Powel, Samuel",301 N 36th St,Elementary School,K-4,823-8201,19104 - 2471,6546003501,65460,School,District,280,O,288,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1936258847224,39.9603128932628,"{""type"":""Point"",""coordinates"":[-75.19363,39.96031]}"
172,2590,259,"Nebinger, George W.",601 Carpenter St.,Elementary School,K-8,952-6202,19147 - 2907,2160000601,21600,School,District,270,O,289,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1538709860749,39.9367227110528,"{""type"":""Point"",""coordinates"":[-75.15387,39.93672]}"
173,2440,244,"Smith, Walter George",1900 Wharton St.,Elementary School,K-5,952-6222,19146 - 4610,8816001300,88160,School,District,464,O,290,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1759095867167,39.9348774141158,"{""type"":""Point"",""coordinates"":[-75.17591,39.93488]}"
174,2720,272,"Vare, Abigail",1619 E Moyamensing Ave,Elementary School,K-8,952-8620,19148 - 3207,5732001619,57320,School,District,411,O,291,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.150576008251,39.9270910122357,"{""type"":""Point"",""coordinates"":[-75.15058,39.92709]}"
175,2690,269,"Taggart, John H.",400 W. Porter St.,Elementary School,K-8,952-6228,19148 - 3921,8790002501,87900,School,District,544,O,292,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1555327278776,39.9171028566547,"{""type"":""Point"",""coordinates"":[-75.15553,39.9171]}"
176,1150,115,"Pepper, George",2901 S. 84th St.,Middle School,5-8,492-6457,19153,8971002801,89710,School,District,1164,4,293,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2472854292268,39.8961567411322,"{""type"":""Point"",""coordinates"":[-75.24729,39.89616]}"
177,5170,517,"deBurgos, Julia",401 W. Lehigh Ave.,Elementary School,K-8,291-4065,19133 - 3111,5000000401,50000,School,District,814,O,294,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1386384679959,39.9926274044123,"{""type"":""Point"",""coordinates"":[-75.13864,39.99263]}"
178,8390,839,"Fitzpatrick, Aloysius L.",11061 Knights Rd.,Elementary School,K-8,281-2602,19154 - 3516,4802011080,48020,School,District,630,O,295,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9766277170208,40.0804071757746,"{""type"":""Point"",""coordinates"":[-74.97663,40.08041]}"
179,5530,553,"Sheridan, Philip H.",800 E Ontario St.,Elementary School,K-4,291-4724,19134 - 1309,6138000800,61380,School,District,982,O,296,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1142762113279,39.9995120205879,"{""type"":""Point"",""coordinates"":[-75.11428,39.99951]}"
180,4560,456,"Kelley, William D.",1601 N. 28th St.,Elementary School,K-8,684-5071,19121 - 2701,8834001601,88340,School,District,370,O,297,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1801074576429,39.9806970080533,"{""type"":""Point"",""coordinates"":[-75.18011,39.9807]}"
181,4370,437,Overbrook Elem,2032 N 62nd St,Elementary School,K-5,581-5691,19151 - 3206,4980006201,49800,School,District,334,O,298,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2457520813464,39.9817468697988,"{""type"":""Point"",""coordinates"":[-75.24575,39.98175]}"
182,1200,120,"Barry, Commodore John",5900  Race St,Elementary School,K-8,215-471-2744,19139 - 2304,6712005900,67120,School,District,670,O,299,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2385443396719,39.9643219039242,"{""type"":""Point"",""coordinates"":[-75.23854,39.96432]}"
183,8040,804,Arts Academy at Benjamin Rush,11081 Knights Rd.,High School,9-12,281-2603,19154,4802011080,48020,School,District,0,O,300,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9739875808967,40.0827029812684,"{""type"":""Point"",""coordinates"":[-74.97399,40.0827]}"
184,7200,720,"Barton, Clara (Feltonville)",4600 Rosehill St.,Elementary School,K-4,456-3007,19120 - 4446,8502000330,85020,School,District,764,O,301,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1196551812058,40.0202093046507,"{""type"":""Point"",""coordinates"":[-75.11966,40.02021]}"
185,4110,411,"FitzSimons, Thomas",2601 W Cumberland St.,Middle/HIgh,7-12,227-4431,19132,2636002601,26360,School,District,613,2,302,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1749626303565,39.9938568168327,"{""type"":""Point"",""coordinates"":[-75.17496,39.99386]}"
