objectid,facil_id,instit_id,facil_name,facil_addr,grade_leve,grade_org,facil_tele,zipcode,tencode,st_code,facil_type,instit_typ,enrollment,active,cartodb_id,created_at,updated_at,longitude_0,latitude_0,geojson
186,5050,505,Philadelphia Military Academy at Elverson,2118-60 N 13th St,High School,9-12,684-5091,19122,8805002118,88050,School,District,106,O,303,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.154456540642,39.9854800476424,"{""type"":""Point"",""coordinates"":[-75.15446,39.98548]}"
187,1580,158,Middle Years Alternative at Sulzberger,4725 Fairmount Ave,Middle School,5-8,581-5633,19139,,0,School,District,360,O,304,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2157935424069,39.9644333113956,"{""type"":""Point"",""coordinates"":[-75.21579,39.96443]}"
188,1110,111,"Shaw, Anna",5401 Warrington Ave.,Middle School,7-8,727-2161,19143,8150005401,81500,School,District,295,O,305,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.226587072324,39.9417437005388,"{""type"":""Point"",""coordinates"":[-75.22659,39.94174]}"
189,7150,715,Juniata Park Academy,801 E Hunting Park Ave,Elementary School,K-8,,19140,,0,School,District,0,O,306,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.111644529433,40.0127994129989,"{""type"":""Point"",""coordinates"":[-75.11164,40.0128]}"
190,8420,842,"Decatur, Stephen",3500 Academy Rd.,Elementary School,K-8,281-2606,19154 - 2047,8446003801,84460,School,District,696,O,307,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9706783447551,40.0955914312962,"{""type"":""Point"",""coordinates"":[-74.97068,40.09559]}"
191,8010,801,"Lincoln, Abraham",3201 Ryan Ave,High School,9-12,335-5653,19136,7006003001,70060,School,District,2615,O,308,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0427768179568,40.0438195690346,"{""type"":""Point"",""coordinates"":[-75.04278,40.04382]}"
192,7100,710,"Cooke, Jay",1300 W. Loudon St,Elementary School,K-8,456-3002,19141,6130004735,61300,School,District,771,O,309,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1461376325696,40.0255272427941,"{""type"":""Point"",""coordinates"":[-75.14614,40.02553]}"
193,4150,415,"Rhodes, E. Washington",2900 W Clearfield St.,Middle/HIgh,7-12,227-4402,19132,,23640,School,District,898,O,310,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1783599464844,40.0024465671841,"{""type"":""Point"",""coordinates"":[-75.17836,40.00245]}"
194,5520,552,Kensington CAPA,1901 N. Front St.,High School,9-12,291-4700,19125,3520001901,35200,School,District,394,O,311,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1333046460049,39.9770914651062,"{""type"":""Point"",""coordinates"":[-75.1333,39.97709]}"
195,4570,457,"Meade, General George G.",1600 N 18th St.,Elementary School,K-7,684-5062,19121 - 3232,6212001801,62120,School,District,554,O,312,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1649819109938,39.9783960046465,"{""type"":""Point"",""coordinates"":[-75.16498,39.9784]}"
196,4300,430,"Heston, Edward",1621 N. 54th St.,Elementary School,K-8,581-5514,19131 - 4002,4890005304,48900,School,District,478,O,313,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2293100066475,39.9777474787379,"{""type"":""Point"",""coordinates"":[-75.22931,39.97775]}"
197,2670,2670,Constitution HS,18 S 7th St,High School,9-12,215-351-7310,19106,8794000018,87940,School,District,0,O,314,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1524510197041,39.95027306386,"{""type"":""Point"",""coordinates"":[-75.15245,39.95027]}"
198,4380,438,"Peirce, Thomas M.",2300 W Cambria St,Elementary School,K-6,227-4411,19132 - 2025,8823002829,88230,School,District,516,O,315,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1682180289492,39.9984154432683,"{""type"":""Point"",""coordinates"":[-75.16822,39.99842]}"
199,4030,403,"Carver, George Washington, Engineering and Science",1600 W Norris St,High School,9-12,684-5079,19121,8811001901,88110,School,District,683,O,316,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.161328203362,39.9834001970655,"{""type"":""Point"",""coordinates"":[-75.16133,39.9834]}"
200,5110,511,Penn Treaty,600 E. Thompson St,Middle School,6-8,291-4715,19125,7714000600,77140,School,District,683,O,317,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1271281211604,39.972642609456,"{""type"":""Point"",""coordinates"":[-75.12713,39.97264]}"
201,1460,146,"Anderson, Add B.",1034 South 60th St.,Elementary School,K-8,471-2903,19143 - 2343,8902001034,89020,School,District,431,O,318,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2450363454288,39.9468996886753,"{""type"":""Point"",""coordinates"":[-75.24504,39.9469]}"
202,1370,137,"Mitchell, Weir",5500 Kingsessing Ave,Elementary School,K-5,727-2160,19143 - 5329,4778005500,47780,School,District,531,O,319,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2232666233284,39.9367770416691,"{""type"":""Point"",""coordinates"":[-75.22327,39.93678]}"
203,1380,138,"Morton, Thomas G.",2501 S. 63rd St.,Elementary School,K-4,727-2164,19142 - 3101,3148006226,31480,School,District,806,O,320,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2269266267164,39.923943269516,"{""type"":""Point"",""coordinates"":[-75.22693,39.92394]}"
204,5550,555,Kensington Culinary Arts,2445-63 Emerald St.,High School,9-12,291-5185,19125,2634000329,26340,School,District,378,O,321,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1285860145146,39.9848472463301,"{""type"":""Point"",""coordinates"":[-75.12859,39.98485]}"
205,2620,262,Academy at Palumbo,1122  Catharine St,High School,9-10,351-7618,19147,8802000800,88020,School,District,0,O,322,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1616708849543,39.9401000126035,"{""type"":""Point"",""coordinates"":[-75.16167,39.9401]}"
206,1060,106,Communications Technology HS,8110 Lyons Ave.,High School,9-12,492-6958,19153,5222008100,52220,School,District,0,O,323,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2459209835612,39.8987419964256,"{""type"":""Point"",""coordinates"":[-75.24592,39.89874]}"
207,6240,624,"Fulton, Robert",60 East Haines st.,Elementary School,K-6,951-4005,19144 - 2114,3992000060,39920,School,District,376,O,324,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1751127332801,40.0395029894033,"{""type"":""Point"",""coordinates"":[-75.17511,40.0395]}"
208,6380,638,Shawmont,535 Shawmont Ave,Elementary School,K-8,487-4466,19128 - 4032,,72300,School,District,652,O,325,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2386442077639,40.0515854808624,"{""type"":""Point"",""coordinates"":[-75.23864,40.05159]}"
209,5430,543,"AMY, at James Martin",Richmond and Ontario Sts,Middle School,6-8,291-4172,19134,6824003350,68240,School,District,392,O,326,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0973102240359,39.985374963882,"{""type"":""Point"",""coordinates"":[-75.09731,39.98537]}"
210,5300,530,"Hackett, Horatio B.",2161 E York St,Elementary School,K-6,291-4706,19125 - 2141,8574002143,85740,School,District,517,O,327,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1265310588696,39.9811380611436,"{""type"":""Point"",""coordinates"":[-75.12653,39.98114]}"
211,1100,110,"Sayre, William",5800  Walnut St.,High School,9-12,471-2904,19139,8114005800,81140,School,District,649,O,328,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.238645207983,39.9575598129168,"{""type"":""Point"",""coordinates"":[-75.23865,39.95756]}"
212,1330,133,"Huey, Samuel B.",400 S 52nd St,Elementary School,K-8,471-2901,19143 - 4111,8883000400,88830,School,District,827,O,329,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2271582952898,39.9534234880662,"{""type"":""Point"",""coordinates"":[-75.22716,39.95342]}"
213,2200,220,"Alcorn, James",1500 S 32ND st,Elementary School,K-8,952-6219,19146 - 3301,2848003200,28480,School,District,788,O,330,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1978403682145,39.9350889812085,"{""type"":""Point"",""coordinates"":[-75.19784,39.93509]}"
214,5030,503,Alternative Educ Regional Center,4224-50 N. Front St.,Middle/HIgh,7-12,,19140,,35200,Remedial,District,352,O,331,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1267034835871,40.0154508342,"{""type"":""Point"",""coordinates"":[-75.1267,40.01545]}"
215,1190,119,Motivation HS,78th & Buist Ave.,High School,9-12,492-6451,19153,1974007731,19740,School,District,0,O,332,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2476123891809,39.9065777573899,"{""type"":""Point"",""coordinates"":[-75.24761,39.90658]}"
216,6310,631,"McCloskey, John F.",8500 Pickering St.,Elementary School,K-6,248-6600,19150 - 1028,6460008500,64600,School,District,319,O,333,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.174842017412,40.0811044832966,"{""type"":""Point"",""coordinates"":[-75.17484,40.0811]}"
217,6440,644,"Lingelbach, Anna L.",6340 Wayne Ave.,Elementary School,K-8,951-4090,19141 - 3113,8188006340,81880,School,District,402,O,334,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1899521317907,40.0374101551022,"{""type"":""Point"",""coordinates"":[-75.18995,40.03741]}"
218,6300,630,"Logan, James",1700 Lindley Ave.,Elementary School,K-6,456-3006,19141 - 1545,8811005000,88110,School,District,416,O,335,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1521841557094,40.030521199971,"{""type"":""Point"",""coordinates"":[-75.15218,40.03052]}"
219,5480,548,"Kearny, General Philip",601 Fairmount Ave.,Elem/Middle,K-8,351-7343,19123 - 2701,3328000601,33280,School,District,303,O,336,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1481831318679,39.9639062232286,"{""type"":""Point"",""coordinates"":[-75.14818,39.96391]}"
220,5330,,"Hunter, William",2400-54 N Front St,Elementary School,K-8,291-4710,19133,3520002400,35200,School,District,0,O,337,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1322963863539,39.9870897405456,"{""type"":""Point"",""coordinates"":[-75.1323,39.98709]}"
221,1050,105,"Robeson, Paul HS for Human Services",42nd & Ludlow,High School,9-12,823-8207,19104,5192004133,51920,School,District,503,O,338,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2057011383677,39.9569679232986,"{""type"":""Point"",""coordinates"":[-75.2057,39.95697]}"
222,5070,507,Parkway Northwest (New Covenant),7500 Germantown Ave.,High School,9-12,248-6601,19139,3666007406,36660,School,District,427,O,339,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1970472893007,40.0622607033714,"{""type"":""Point"",""coordinates"":[-75.19705,40.06226]}"
223,6410,641,Cook-Wissahickon,531 Righter St.,Elementary School,K-8,487-4463,19128 - 3739,6840000531,68400,School,District,289,O,340,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2070226149664,40.0225931728213,"{""type"":""Point"",""coordinates"":[-75.20702,40.02259]}"
224,4260,426,"Cleveland, Grover",3735-37 N 19th St,Elementary School,K-8,227-4415,19140 - 3555,8815003735,88150,School,District,511,O,341,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1585697949757,40.0110829178911,"{""type"":""Point"",""coordinates"":[-75.15857,40.01108]}"
225,4440,444,"Allen, Ethel D.",3200 W Lehigh Ave.,Elementary School,K-6,227-4404,19132 - 1834,5000003200,50000,School,District,421,O,342,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1840038623724,39.9971260309801,"{""type"":""Point"",""coordinates"":[-75.184,39.99713]}"
226,4390,439,"Pratt, Anna",2200 N 22nd St.,Elementary School,K-6,684-5083,19132 - 4501,8821002200,88210,School,District,399,O,343,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1699176470689,39.988700645357,"{""type"":""Point"",""coordinates"":[-75.16992,39.9887]}"
227,4530,453,"Gideon, Edward",2817 W.  Glenwood Ave.,Elementary School,K-8,684-5072,19121 - 1810,3744002801,37440,School,District,339,O,344,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1807651812865,39.9843649963455,"{""type"":""Point"",""coordinates"":[-75.18077,39.98436]}"
228,5090,509,Parkway West,4725 Fairmount Ave,High School,9-12,581-5510,19139-3536,,0,School,District,327,O,345,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2158213815195,39.9648427812043,"{""type"":""Point"",""coordinates"":[-75.21582,39.96484]}"
229,1010,101,"Bartram, John",2401 S 67th St,High School,9-12,492-6450,19142,3148006601,31480,School,District,1915,O,346,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2338364117846,39.9219314329172,"{""type"":""Point"",""coordinates"":[-75.23384,39.92193]}"
230,1030,103,School of the Future,4021 Parkside Ave,High School,9-12,215-823-5500,19104,,0,School,District,0,O,347,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2033540416555,39.9752956304453,"{""type"":""Point"",""coordinates"":[-75.20335,39.9753]}"
231,7500,750,Feltonville School of Arts and Science,210 E Courtland St,Middle School,6-8,215-456-5603,19120,2540000206,25400,School,District,0,O,348,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1220932318266,40.0193672147678,"{""type"":""Point"",""coordinates"":[-75.12209,40.01937]}"
232,6540,654,Lankenau,201 Spring Lane,High School,9-12,487-4465,19128,,73720,School,District,292,O,349,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2526074309983,40.0623855127751,"{""type"":""Point"",""coordinates"":[-75.25261,40.06239]}"
233,6200,620,"Day, Anna Blakiston",6324-42 Crittenden St,Elementary School,preK-8,276-5250,19138 - 1037,2602006324,26020,School,District,436,O,350,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1686496053744,40.0586514043318,"{""type"":""Point"",""coordinates"":[-75.16865,40.05865]}"
234,8350,835,"Spruance, Gilbert",6401 Horrocks St,Elementary School,K-8,537-2514,19149 - 2816,5050001601,50500,School,District,1285,O,351,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0726017819674,40.0371646747286,"{""type"":""Point"",""coordinates"":[-75.0726,40.03716]}"
235,7310,731,Feltonville Intermediate School,238 E. Wyoming Ave.,Middle School,5-8,456-3012,19120,8502000238,85020,School,District,1106,O,352,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1209824552819,40.0203458237653,"{""type"":""Point"",""coordinates"":[-75.12098,40.02035]}"
236,5490,549,Cayuga,4344-4358 N. 5th St,Elementary School,K-5,456-3167,19140 - 2302,8789004344,87890,School,District,445,O,353,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1351893016838,40.0179470174638,"{""type"":""Point"",""coordinates"":[-75.13519,40.01795]}"
237,7510,751,"Bethune, Mary Mc Leod",3303-61  Old York Rd.,Elementary School,K-8,227-4433,19140,6130003303,61300,School,District,654,O,354,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1477183237027,40.0036059989629,"{""type"":""Point"",""coordinates"":[-75.14772,40.00361]}"
238,4280,428,"Gompers, Samuel",5701  Wynnefield Ave.,Elementary School,K-6,581-5503,19131 - 1237,8895002400,88950,School,District,409,O,355,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.238136360718,39.9927242373804,"{""type"":""Point"",""coordinates"":[-75.23814,39.99272]}"
239,5210,521,"Brown, Henry A.",1946 E Sergeant St.,Elementary School,K-6,291-4717,19125 - 1341,7186001900,71860,School,District,440,O,356,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1277059577163,39.9867820666731,"{""type"":""Point"",""coordinates"":[-75.12771,39.98678]}"
240,5560,556,Spring Garden,1146 Melon St,Elementary School,K-8,684-5070,19123 - 1964,5532001146,55320,School,District,241,O,357,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1562075401957,39.9650275591498,"{""type"":""Point"",""coordinates"":[-75.15621,39.96503]}"
241,2480,248,"Arthur, Chester A.",800 S 20TH ST,Elementary School,K-8,875-5774,19146 - 1329,8818000800,88180,School,District,277,O,358,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1762170243831,39.9418487151324,"{""type"":""Point"",""coordinates"":[-75.17622,39.94185]}"
242,1350,135,"Longstreth, William",5700 Willows Ave.,Elementary School,K-8,727-2158,19143 - 4517,8350005748,83500,School,District,405,O,359,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2326610942314,39.9403913788498,"{""type"":""Point"",""coordinates"":[-75.23266,39.94039]}"
243,5080,508,Parkway Center City,540 N 13th St,High School,9-12,351-7095,19123,5356001100,53560,School,District,351,O,360,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1595585662259,39.9627866018796,"{""type"":""Point"",""coordinates"":[-75.15956,39.96279]}"
244,7120,712,"Fels, Samuel",5500 Langdon St,High School,9-12,215-537-2516,19124,4894005500,48940,School,District,0,O,361,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.092463523806,40.0364395371252,"{""type"":""Point"",""coordinates"":[-75.09246,40.03644]}"
245,W40,W40,Leadership Learning Partners Charter School,1425 North 2nd Street,Elementary School,K-8,,19122,8783001425,87830,School,Charter,683,O,362,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1385478705058,39.9730951588913,"{""type"":""Point"",""coordinates"":[-75.13855,39.9731]}"
246,W18,W18,Freire Charter School,2027 CHESTNUT ST,High School,9-12,215-557-8555,19103,2282002027,22820,School,Charter,432,O,363,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1743100103215,39.952446380208,"{""type"":""Point"",""coordinates"":[-75.17431,39.95245]}"
247,W29,W29,Young Scholars Charter School,900 N Marshall St,Middle School,6-8,215-232-9727,19122,5386000900,53860,School,Charter,167,O,364,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1482136954989,39.9677099073656,"{""type"":""Point"",""coordinates"":[-75.14821,39.96771]}"
248,W64,W64,First Philadelphia Charter School for Literacy,4300 Tacony St,Elementary School,K-8,215-743-3100,19124,7660004300,76600,School,Charter,644,O,365,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0822800223693,40.0072994478302,"{""type"":""Point"",""coordinates"":[-75.08228,40.0073]}"
249,W92,W92,Southwest Leadership Academy,7101 Paschall Ave,Elementary School,,,19142,6318007101,63180,School,Charter,0,O,366,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2426760193638,39.9181823093362,"{""type"":""Point"",""coordinates"":[-75.24268,39.91818]}"
250,W50,W50,Khepera Charter School,144 Carpenter Lane,Elementary School,K-8,215-843-1700,19119,2156000138,21560,School,Charter,0,O,367,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.189526988292,40.0519303603809,"{""type"":""Point"",""coordinates"":[-75.18953,40.05193]}"
251,W13,W13,"Preparatory CS of Math, Science Technology and Careers",1928 Point Breeze Ave,High School,9-12,215-334-6144,19145,6516001928,65160,School,Charter,0,O,368,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1866162507955,39.9284574204569,"{""type"":""Point"",""coordinates"":[-75.18662,39.92846]}"
252,W02,W02,Harambee Institute of Science Technology Charter School,640 N 66th Street,Elementary School,K-8,215-472-8770,19151,8919000630,89190,School,Charter,440,O,369,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2520141312,39.9731859676605,"{""type"":""Point"",""coordinates"":[-75.25201,39.97319]}"
253,W63,W63,Hope Charter School,2116 E Haines Street,High School,9-12,267-336-2730,19138,3988002106,39880,School,Charter,487,O,370,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1567758905206,40.0562336649735,"{""type"":""Point"",""coordinates"":[-75.15678,40.05623]}"
254,W37,W37,Global Leadership Academy Charter School,5151 Warren Street,Elementary School,K-8,215-477-6672,19131,8148005149,81480,School,Charter,345,O,371,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.225663882593,39.9760864593772,"{""type"":""Point"",""coordinates"":[-75.22566,39.97609]}"
255,W10B,W10,Laboratory Charter Sch of Communications/Design,5339 Lebanon Ave,Elementary School,2-7,215-877-9880,19131,4980005333,49800,School,Charter,0,O,372,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2314667999359,39.9878484681333,"{""type"":""Point"",""coordinates"":[-75.23147,39.98785]}"
256,W32,W32,Mariana Bracetti Academy Charter School,2501 Kennsington Ave,Middle/HIgh,6-12,215-291-4436,19125,4742002533,47420,School,Charter,1097,O,373,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1281536684404,39.9871501385407,"{""type"":""Point"",""coordinates"":[-75.12815,39.98715]}"
257,W65,W65,Green Woods Charter School,8480 Hagy's Mill Road,Elementary School,K-8,215-482-6337,19128,3984008480,39840,School,Charter,181,O,374,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2520209379187,40.0556748165395,"{""type"":""Point"",""coordinates"":[-75.25202,40.05567]}"
258,W58,W58,Philadelphia Electrical and Technology Charter School,1420-22 Chestnut St,High School,9-12,267-514-1823,19102,2282001420,22820,School,Charter,574,O,375,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1650738799904,39.9506787246657,"{""type"":""Point"",""coordinates"":[-75.16507,39.95068]}"
259,W15,W15,Alliance Charter School,1821-39 Cecil B. Moore Avenue,Elementary School,K-5,215-232-4892,19121,2201001821,22010,School,Charter,320,O,376,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1654442950142,39.9798130507501,"{""type"":""Point"",""coordinates"":[-75.16544,39.97981]}"
260,W88,W88,Boy's Latin of Philadelphia,5501 Cedar Ave,High School,9-11,215-387-5149,19143,2202005501,22020,School,Charter,370,O,377,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2334346550072,39.9516396148724,"{""type"":""Point"",""coordinates"":[-75.23343,39.95164]}"
261,W95,W95,Antonia Pantoja Charter School,4101 N American St,Elementary School,K-8,215-329-2733,19140,1244004101,12440,School,Charter,0,O,378,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1307341991762,40.0134578135037,"{""type"":""Point"",""coordinates"":[-75.13073,40.01346]}"
262,W66,W66,Maritime Academy Charter School,2275 Bridge St,Middle/HIgh,5-12,215-535-4555,19137,188002275,18800,School,Charter,452,O,379,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0651280343203,40.007290606787,"{""type"":""Point"",""coordinates"":[-75.06513,40.00729]}"
263,W10C,W10,Laboratory Charter Sch of Communications/Design,5901 Woodbine Ave,Elementary School,K-1,215-452-5580,19131,2920005900,29200,School,Charter,0,O,380,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2430419623733,39.9881728302582,"{""type"":""Point"",""coordinates"":[-75.24304,39.98817]}"
264,W22,W22,Philadelphia Academy Charter School,11000 Roosevelt Boulevard,Elementary School,K-8,215-676-8320,19116,6922011000,69220,School,Charter,911,O,381,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0100482779617,40.1038163662528,"{""type"":""Point"",""coordinates"":[-75.01005,40.10382]}"
265,W06B,W06,Christopher Columbus Charter School,916 Christian St,Elementary School,K-5,215-925-7400,19147,2306000914,23060,School,Charter,0,O,382,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1586528485166,39.9386001603806,"{""type"":""Point"",""coordinates"":[-75.15865,39.9386]}"
266,W61,W61,"Mastery (High Tech) Charter School, Lenfest",35 S. 4th Street,High School,7-12,215-922-1902,19106,8788000023,87880,School,Charter,403,O,383,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1471302520544,39.9494445928062,"{""type"":""Point"",""coordinates"":[-75.14713,39.94944]}"
267,W36,W36,Philadelphia Performing Arts Charter School,2600 S. Broad St,Elementary School,K-8,215-551-4000,19145,1916002600,19160,School,Charter,450,O,384,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1714332229831,39.9179710367926,"{""type"":""Point"",""coordinates"":[-75.17143,39.91797]}"
268,W99,W99,Sankofa Freedom Academy,1640 Ruan St,Elem/Mid/High,,,19124,6968001640,69680,School,Charter,0,O,385,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0880956941695,40.0095713968209,"{""type"":""Point"",""coordinates"":[-75.0881,40.00957]}"
269,W89,W89,Planet Abacus Charter School,6660 Keystone St,Elementary School,K-5,215-332-2111,19135,4762006660,47620,School,Charter,238,O,386,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0452659267174,40.0217470671027,"{""type"":""Point"",""coordinates"":[-75.04527,40.02175]}"
270,W86B,W86,Northwood Academy,4290 Penn St,Elementary School,K-8,215-543-9980,19124,6381504290,63815,Annex,Charter,0,O,387,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0910859923999,40.011823780727,"{""type"":""Point"",""coordinates"":[-75.09109,40.01182]}"
271,W59,W59,Richard Allen Preparatory,2601 S 58th St,Middle School,5-8,215-878-1544,19143,8898002601,88980,School,Charter,0,O,388,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2185318909249,39.9283853647278,"{""type"":""Point"",""coordinates"":[-75.21853,39.92839]}"
272,W93,W93,Mastery/ Charter School at Pickett,5700-5812 Wayne Ave.,Middle School,7-9,866-9000,19144,8188005700,81880,School,Charter,544,O,389,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1808742924611,40.0318810785773,"{""type"":""Point"",""coordinates"":[-75.18087,40.03188]}"
273,W72,W72,Discovery Charter School,5070 Parkside Ave,Elementary School,K-8,215-879-8182,19131,6304005040,63040,School,Charter,450,O,390,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2214953843753,39.980289388078,"{""type"":""Point"",""coordinates"":[-75.2215,39.98029]}"
274,W57,W57,West Phila Achievement Charter Elem School,111 N. 49th Street,Elementary School,K-5,215-476-6471,19139,8876000111,88760,School,Charter,318,O,391,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2185651888742,39.9616475470052,"{""type"":""Point"",""coordinates"":[-75.21857,39.96165]}"
275,W68,W68,Belmont Charter School,4030-60 Brown St,Elementary School,K-8,215-823-8208,19104 - 4844,1940004030,19400,School,Charter,430,O,392,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2049538273522,39.966859049352,"{""type"":""Point"",""coordinates"":[-75.20495,39.96686]}"
276,W35,W35,People for People Charter School,800 N Broad Street,Elementary School,K-8,215-763-7060,19130,1914000800,19140,School,Charter,546,O,393,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1606907640948,39.9680731798461,"{""type"":""Point"",""coordinates"":[-75.16069,39.96807]}"
277,W31,W31,Franklin Towne Charter High School,5301 Tacony Street,High School,9-12,215-289-5000,19137,1880002275,18800,School,Charter,943,O,394,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0649299015748,40.0078687524012,"{""type"":""Point"",""coordinates"":[-75.06493,40.00787]}"
