FID,DC_NUM,DC_KEY,LOCATION_B,THEFT_DATE,THEFT_YEAR,DC_DIST,STOLEN_VAL,THEFT_HOUR,UCR,X,Y,GlobalID,x2,y2
1,064765,201403064765,800 BLOCK WASHINGTON AV,10/26/2014 12:00:00 AM,2014,03,1400,14,615,-75.15690499,39.93599686,397480b8-714c-4270-b2ae-a5b39da7766e,-119.642001023439,45.7966046772721
2,064788,201403064788,1100 BLOCK S CHRISTOPHER COLUMBUS BLVD,10/26/2014 12:00:00 AM,2014,03,500,16,615,-75.1439907,39.93214797,31b1cbda-5b63-430d-a1b3-716a1ebced9d,-119.636013182676,45.7970402593104
3,065308,201403065308,1200 BLOCK S 13TH ST,10/28/2014 12:00:00 AM,2014,03,600,17,615,-75.16522336,39.93459622,6f639a56-7a46-4196-b8f9-942666edb6d6,-119.64485361068,45.7949559725903
4,065543,201403065543,600 BLOCK PEMBERTON ST,10/29/2014 12:00:00 AM,2014,03,400,15,615,-75.15345256,39.94050435,57921c53-52c3-49eb-945c-193e53745c86,-119.641833337589,45.7986733818804
5,065620,201403065620,700 BLOCK W MOYAMENSING AV,10/29/2014 12:00:00 AM,2014,03,325,20,615,-75.15867883,39.92065171,3be2ef6c-8fc3-4549-b401-22c9789c173a,-119.638715508429,45.7909481523776
6,065799,201403065799,2500 BLOCK S FRANKLIN ST,10/30/2014 12:00:00 AM,2014,03,150,16,625,-75.16051659,39.91720397,17e8c4fe-052a-4bf5-bc88-d7526f971fde,-119.638533755248,45.7894776055177
7,066820,201403066820,200 BLOCK HALL ST,11/3/2014 12:00:00 AM,2014,03,50,21,625,-75.14763995,39.93518833,283ece9f-9b2e-4304-b295-c6c368fa9837,-119.638210590118,45.7976057527112
8,066961,201403066961,700 BLOCK S 04TH ST,11/4/2014 12:00:00 AM,2014,03,370,17,615,-75.14980077,39.93862648,13b5a857-75b3-451b-a73b-cfb3f2be752e,-119.63993571187,45.7985181432239
9,067185,201403067185,1400 BLOCK S 06TH ST,11/5/2014 12:00:00 AM,2014,03,300,19,615,-75.15485952,39.93042146,84fb36cf-08f4-4c76-9322-aba3c3bf6952,-119.639767419747,45.7949227751765
10,016015,201405016015,500 BLOCK MARTIN ST,9/21/2014 12:00:00 AM,2014,05,1000,17,615,-75.21224563,40.03294581,48dc6e0d-216b-43d9-b056-06175bd4ba18,-119.688522840717,45.8231219042285
11,016117,201405016117,4600 BLOCK FLAT ROCK RD,9/23/2014 12:00:00 AM,2014,05,650,18,615,-75.23157373,40.02866261,c570f0f8-df96-4f77-b64b-9a1c7290f9c6,-119.694882437632,45.8189239806583
12,016219,201405016219,4400 BLOCK SILVERWOOD ST,9/25/2014 12:00:00 AM,2014,05,1200,12,615,-75.2221846,40.02779652,2ecbdc38-6e36-4811-b357-b639c6f36758,-119.691028296301,45.8199231388092
13,016237,201405016237,3800 BLOCK TERRACE ST,9/25/2014 12:00:00 AM,2014,05,1000,16,615,-75.21258279,40.02034268,a22fbcf9-fe30-4a6e-a14d-83dcd836a970,-119.685382170891,45.8186265657244
14,016426,201405016426,200 BLOCK SHAWMONT AV,9/28/2014 12:00:00 AM,2014,05,640,12,615,-75.24504123,40.04964888,6cf52989-6b7e-4e40-a00a-80ce2e23e455,-119.705537623675,45.824460270685
15,016429,201405016429,100 BLOCK ROCHELLE AV,9/28/2014 12:00:00 AM,2014,05,0,13,635,-75.20751287,40.01700148,2b028bdb-6c0c-4db2-a845-4c4c6974c7ef,-119.682555369416,45.8181518039299
16,017659,201405017659,400 BLOCK LEVERINGTON AV,10/17/2014 12:00:00 AM,2014,05,1,17,635,-75.21864617,40.03504158,da229bcd-55f6-41fa-a65a-ddcc800237fe,-119.691541173606,45.8229722493566
17,065596,201418065596,4000 BLOCK BALTIMORE AV,10/20/2014 12:00:00 AM,2014,18,350,16,615,-75.20370036,39.94996515,18caa08c-497f-4d26-88d2-46caea3845ec,-119.663703569147,45.7950322497222
18,018601,201405018601,4600 BLOCK FLAT ROCK RD,11/2/2014 12:00:00 AM,2014,05,875,14,615,-75.23287245,40.0297316,1eef99c4-9ff9-4c3d-9576-bd2eb387b2a3,-119.695661935261,45.8191207945194
19,065640,201418065640,4800 BLOCK BALTIMORE AV,10/20/2014 12:00:00 AM,2014,18,500,20,615,-75.22070138,39.94818362,f629820b-3907-4aad-ad43-63b5d86791b1,-119.669812041067,45.7920425658389
20,041937,201406041937,1300 BLOCK MARKET ST,9/16/2014 12:00:00 AM,2014,06,225,14,615,-75.16146926,39.95206205,37aa1add-176c-4fd9-88fe-c12d5663aba4,-119.647924424147,45.8016362423661
21,065820,201418065820,3400 BLOCK SANSOM ST,10/21/2014 12:00:00 AM,2014,18,250,17,615,-75.19328673,39.95370283,6ebf047f-ed28-4ad4-86ed-8327485d1025,-119.66064710149,45.7977966505137
22,041955,201406041955,1100 BLOCK FILBERT ST,9/16/2014 12:00:00 AM,2014,06,175,16,625,-75.15812048,39.95271796,9911043a-c3b0-45e7-b84c-eecc8fcd6692,-119.646799839209,45.8023325136025
23,041994,201406041994,1000 BLOCK LOCUST ST,9/16/2014 12:00:00 AM,2014,06,600,20,615,-75.15768381,39.94731077,f06d46a1-a19a-42b6-b328-56223f0ae8d5,-119.64523094997,45.8004861967802
24,066016,201418066016,400 BLOCK S 43RD ST,10/22/2014 12:00:00 AM,2014,18,400,15,615,-75.20939344,39.95130906,863db2e8-a8e3-479a-947d-5a995d63ab54,-119.666251778021,45.7947154161323
25,042258,201406042258,1000 BLOCK FILBERT ST,9/18/2014 12:00:00 AM,2014,06,150,14,625,-75.15654467,39.95252772,340fd197-7a57-4391-8500-6aa7bed78ed1,-119.646141455033,45.8024842005841
26,042294,201406042294,100 BLOCK S 11TH ST,9/18/2014 12:00:00 AM,2014,06,800,17,615,-75.15864794,39.94981471,db4ead1e-0112-4fbd-bb13-974923bf1c24,-119.646251949824,45.8012353853478
27,066286,201418066286,3100 BLOCK LUDLOW ST,10/23/2014 12:00:00 AM,2014,18,2000,20,615,-75.18635005,39.95436089,867a40b7-2f6d-4dab-b16a-1911a844b304,-119.658136593715,45.7989920800896
28,042495,201406042495,S 11TH ST / WALNUT ST,9/19/2014 12:00:00 AM,2014,06,300,16,615,-75.15895211,39.9486795,2c55e65b-9cc9-4e71-8fba-9de6233a95c6,-119.646075580712,45.8007928063303
29,066995,201418066995,4200 BLOCK REGENT SQ,10/26/2014 12:00:00 AM,2014,18,300,9,615,-75.20820805,39.94749336,15b3bc9a-4161-4575-bc93-1c5de09da720,-119.664805380928,45.7935345362734
30,042699,201406042699,200 BLOCK FAIRMOUNT AV,9/20/2014 12:00:00 AM,2014,06,200,16,615,-75.14220181,39.96218557,75acc9c2-d4d8-4d01-89e4-b1ee90b923a0,-119.643098082427,45.8078818173785
31,067003,201418067003,3900 BLOCK PINE ST,10/26/2014 12:00:00 AM,2014,18,650,11,615,-75.20190115,39.95047502,51128267-dc73-444c-9fc2-cbd0aa069bd1,-119.66314030085,45.7954619427895
32,043296,201406043296,400 BLOCK S 09TH ST,9/24/2014 12:00:00 AM,2014,06,200,10,615,-75.15680121,39.94398677,6a45edba-b1cd-4c68-92b2-5e80574a3a01,-119.644029207874,45.7994365240835
33,067157,201418067157,500 BLOCK S 48TH ST,10/27/2014 12:00:00 AM,2014,18,300,10,615,-75.21894037,39.9500442,05134e15-1112-4bcc-96c7-536642212c29,-119.669613475478,45.7929432679754
34,043380,201406043380,1300 BLOCK CHESTNUT ST,9/24/2014 12:00:00 AM,2014,06,100,17,625,-75.16180807,39.95055394,0009fdfa-a35b-4a10-a116-4e175751ee5a,-119.647664863558,45.8010573378492
35,043385,201406043385,1300 BLOCK MARKET ST,9/24/2014 12:00:00 AM,2014,06,300,17,615,-75.16146926,39.95206205,ed28b258-4b1c-425b-8bf6-9efbfc893007,-119.647924424147,45.8016362423661
36,067350,201418067350,3600 BLOCK LOCUST WALK,10/28/2014 12:00:00 AM,2014,18,425,7,615,-75.19549655,39.95202734,74e0267c-59c9-4cd3-8efc-953088a40fa0,-119.661067183213,45.7968988769492
37,043409,201406043409,100 BLOCK N 12TH ST,9/24/2014 12:00:00 AM,2014,06,600,20,615,-75.15946353,39.95401321,d372f4c8-0ec9-4e00-b0a2-fa7a1b17b8e1,-119.647654395556,45.8026028562358
38,043650,201406043650,1200 BLOCK WALNUT ST,9/26/2014 12:00:00 AM,2014,06,93,12,625,-75.161385,39.94894354,e0580e32-ba87-44c2-9133-a67707e68bd5,-119.647084342981,45.8005481463129
39,043678,201406043678,200 BLOCK FAIRMOUNT AV,9/26/2014 12:00:00 AM,2014,06,800,14,615,-75.14186967,39.96201814,5e89828a-80e1-47df-a51d-5a8ecae5a3f0,-119.642926319123,45.807868869304
40,067562,201418067562,400 BLOCK S 40TH ST,10/28/2014 12:00:00 AM,2014,18,850,21,615,-75.20330052,39.95044951,36c651a0-c3e3-481c-a649-8952c77e3ffa,-119.663674498258,45.7952585865988
41,043684,201406043684,200 BLOCK S 05TH ST,9/26/2014 12:00:00 AM,2014,06,300,14,615,-75.14960275,39.94678471,4c21d63c-cf96-4098-bc7b-9c204aab7aff,-119.641971092486,45.8014225635738
42,067676,201418067676,4200 BLOCK CHESTER AV,10/29/2014 12:00:00 AM,2014,18,300,12,615,-75.2073379,39.94851163,27e70182-ad1a-4fa4-b339-bce8f5d10bb5,-119.664732840889,45.7940144615369
43,043874,201406043874,1300 BLOCK WALNUT ST,9/27/2014 12:00:00 AM,2014,06,400,16,615,-75.16214032,39.94904106,96d481e1-09d9-4bb6-baeb-76c730216954,-119.647401549531,45.8004776684194
44,044365,201406044365,200 BLOCK S BROAD ST,9/30/2014 12:00:00 AM,2014,06,700,15,615,-75.16421001,39.94893589,2a77f1a8-226c-41f5-83cb-282870fb61c2,-119.648174306872,45.8001532169049
45,067682,201418067682,0 BLOCK S 33RD ST,10/29/2014 12:00:00 AM,2014,18,500,12,615,-75.18944032,39.95557435,daa37e9f-d753-42b9-bf6d-cefa5d635633,-119.659645271101,45.7989908606726
46,044389,201406044389,1100 BLOCK FILBERT ST,9/30/2014 12:00:00 AM,2014,06,200,18,615,-75.15812048,39.95271796,f112f31b-c7a5-4275-8c40-ec6965789dbf,-119.646799839209,45.8023325136025
47,044616,201406044616,1300 BLOCK MOUNT VERNON ST,10/1/2014 12:00:00 AM,2014,06,400,19,615,-75.15941226,39.96387511,83cd4a35-d524-41c5-b319-131ae786d593,-119.650188762648,45.8060883249381
48,067816,201418067816,3900 BLOCK PINE ST,10/29/2014 12:00:00 AM,2014,18,100,22,625,-75.20171494,39.9505368,0d564dc8-36c9-4ae0-afd0-abaf44a89258,-119.663084340294,45.7955095920568
49,045090,201406045090,1100 BLOCK FILBERT ST,10/4/2014 12:00:00 AM,2014,06,1200,10,615,-75.15875683,39.95289258,d796174a-01c9-4e25-bd86-703f09771e70,-119.64709103239,45.8023057485022
50,045096,201406045096,1200 BLOCK ARCH ST,10/4/2014 12:00:00 AM,2014,06,250,11,615,-75.15949299,39.95392692,12df065e-c68a-4020-822b-1e0cecf9a328,-119.647643438413,45.8025683342514
51,068029,201418068029,S 59TH ST / MARKET ST,10/30/2014 12:00:00 AM,2014,18,300,21,615,-75.23878686,39.96172431,1e898e95-a4a5-4745-bc75-379759cae82d,-119.680308818892,45.7943049728951
52,045114,201406045114,400 BLOCK S BROAD ST,10/4/2014 12:00:00 AM,2014,06,60,14,625,-75.16495114,39.94552979,ee012157-888d-49e2-acbe-4aa0b32de3cc,-119.647578845094,45.7988491527057
53,068077,201418068077,4200 BLOCK WALNUT ST,10/30/2014 12:00:00 AM,2014,18,300,23,615,-75.20757378,39.95478364,bf804708-eacd-487d-987f-63ef0cba7604,-119.666448600679,45.796193460359
54,068089,201418068089,3400 BLOCK CIVIC CENTER BLVD,10/31/2014 12:00:00 AM,2014,18,800,0,615,-75.19325262,39.94798909,3ef1fc61-aa35-43fa-b47c-9dcc24db5efb,-119.659154084494,45.795786457421
55,068835,201418068835,4000 BLOCK WALNUT ST,11/2/2014 12:00:00 AM,2014,18,80,20,625,-75.2028999,39.95411698,0422e97d-207f-4f20-a92e-4b6a4eadf7da,-119.664469626036,45.7966075491193
56,069216,201418069216,4400 BLOCK SANSOM ST,11/4/2014 12:00:00 AM,2014,18,500,18,615,-75.21002427,39.95578151,a56beff5-a52c-4d05-a794-de2a03d3f9a5,-119.667654109015,45.7962049872795
57,045408,201406045408,400 BLOCK RANSTEAD ST,10/6/2014 12:00:00 AM,2014,06,400,11,615,-75.14829506,39.94948679,2fd775d5-60a1-4f18-bd2f-40b7d672088b,-119.642165184093,45.8025570352532
58,069225,201418069225,3900 BLOCK IRVING ST,11/4/2014 12:00:00 AM,2014,18,920,19,615,-75.20095906,39.95210375,6ed6ca34-ce09-4ec0-950f-78ae60c23b7c,-119.66319807761,45.7961671510262
59,045430,201406045430,800 BLOCK N ORIANNA ST,10/6/2014 12:00:00 AM,2014,06,1300,14,615,-75.14368617,39.964208,6415d8ee-5bcb-48c4-8aba-7329133a7c7b,-119.644195716454,45.8083891310501
60,045501,201406045501, 800 SPRUCE ST,10/7/2014 12:00:00 AM,2014,06,800,0,615,-75.15479581,39.94570035,becf809e-a4a6-4e13-a1ce-0f4085cf6e44,-119.643697690773,45.8003192235277
61,069247,201418069247,3900 BLOCK SPRUCE ST,11/4/2014 12:00:00 AM,2014,18,140,21,625,-75.20190312,39.95156338,cfc42fb7-44cb-4664-8a88-c77f0aee93aa,-119.663422959164,45.7958454699997
62,045533,201406045533,300 BLOCK N 12TH ST,10/7/2014 12:00:00 AM,2014,06,200,9,615,-75.15841972,39.95837985,ad060364-701a-432f-bafb-a26c6fc37080,-119.64838177166,45.8042878687472
63,045567,201406045567,200 BLOCK S JUNIPER ST,10/7/2014 12:00:00 AM,2014,06,200,12,615,-75.16332553,39.94859268,fdb7c0b6-5b03-471c-880b-691b38708486,-119.647743562234,45.8001549871018
64,069390,201418069390,400 BLOCK S 40TH ST,11/5/2014 12:00:00 AM,2014,18,150,16,625,-75.20327092,39.95059237,6f13735e-de1c-4cd5-9289-68cfaa05942c,-119.663700059454,45.7953130772327
65,045684,201406045684,100 BLOCK ELFRETHS ALY,10/8/2014 12:00:00 AM,2014,06,1000,6,615,-75.14308534,39.95281698,4b24000f-6a0f-4837-aaf7-ec5b16229c3b,-119.641013561653,45.804454754665
66,045825,201406045825,200 BLOCK S 11TH ST,10/8/2014 12:00:00 AM,2014,06,400,21,615,-75.15940074,39.94694547,50568d6f-ce1a-40ad-86ea-868ddcc38d1c,-119.645800018206,45.8001190019913
67,069426,201418069426,4500 BLOCK PINE ST,11/5/2014 12:00:00 AM,2014,18,1900,18,615,-75.21287654,39.95192181,88c180f8-d05e-4ff2-872a-01532782b343,-119.667756538293,45.7944476838296
68,045920,201406045920,1300 BLOCK LOMBARD ST,10/9/2014 12:00:00 AM,2014,06,200,11,615,-75.16415983,39.94457532,572102ce-e1ce-42a2-8fd1-d5dc4014801b,-119.647025869595,45.7986224328073
69,045933,201406045933,200 BLOCK S 13TH ST,10/9/2014 12:00:00 AM,2014,06,200,12,615,-75.16248245,39.94713268,52b1ce78-393c-4f05-bd86-89e437660d11,-119.647039659657,45.7997571652101
70,045985,201406045985,300 BLOCK S BROAD ST,10/9/2014 12:00:00 AM,2014,06,300,17,615,-75.16478807,39.94629134,9d51d806-8a8c-45fc-b022-cb4ae4f18354,-119.64771299316,45.7991403502742
71,069648,201418069648,4900 BLOCK LARCHWOOD AV,11/6/2014 12:00:00 AM,2014,18,50,16,625,-75.22174293,39.95146621,a517dd5b-0f84-4fec-8a1b-c75d713e7729,-119.671064829278,45.7930553921039
72,046058,201406046058,1300 BLOCK CHESTNUT ST,10/10/2014 12:00:00 AM,2014,06,390,8,615,-75.16182414,39.95056481,9babaf3d-0864-4d1d-9924-5ca7ccb1f79f,-119.647673889847,45.8010589366108
73,070021,201418070021,3900 BLOCK WALNUT ST,11/7/2014 12:00:00 AM,2014,18,400,23,615,-75.20244362,39.95406062,3d2086c4-56e8-43b3-827a-b477539a916f,-119.664278687423,45.7966510481114
74,046124,201406046124,S 10TH ST / CLINTON ST,10/10/2014 12:00:00 AM,2014,06,350,15,615,-75.15811409,39.94520377,fe3f3281-cb1d-464a-b7f1-4ce9eaf445f7,-119.644851750033,45.79968342389
75,046127,201406046127,1200 BLOCK ARCH ST,10/10/2014 12:00:00 AM,2014,06,941,16,615,-75.15949299,39.95392692,4a2da5ec-6c72-4922-9f9d-9e9aa53ce2ba,-119.647643438413,45.8025683342514
76,083645,201419083645,1500 BLOCK N 52ND ST,9/15/2014 12:00:00 AM,2014,19,75,15,625,-75.22564856,39.97886922,4a6de299-39aa-443a-a51d-963c4f28a00c,-119.679675414149,45.8021775161725
77,046130,201406046130,1100 BLOCK MARKET ST,10/10/2014 12:00:00 AM,2014,06,1500,15,615,-75.15836541,39.95168744,f595f8b9-e139-45bb-a937-1b2d8fba54b0,-119.646627659986,45.8019350664283
78,046438,201406046438,S 02ND ST / WALNUT ST,10/12/2014 12:00:00 AM,2014,06,2300,18,615,-75.14441292,39.94686384,584f8774-e124-4f9f-ab2a-72a53cca0572,-119.639985438816,45.8021709263029
79,084027,201419084027,5300 BLOCK EUCLID ST,9/16/2014 12:00:00 AM,2014,19,100,16,625,-75.22936841,39.98569263,026f4115-34d3-4a01-8453-428a5ff237e8,-119.682882084936,45.8040676976792
80,046546,201406046546,1200 BLOCK PANAMA ST,10/13/2014 12:00:00 AM,2014,06,160,12,625,-75.16208034,39.94547807,c9b87594-4c18-4458-8087-f63a355abbf2,-119.646455832922,45.7992294978077
81,088610,201419088610,6400 BLOCK CALLOWHILL ST,9/29/2014 12:00:00 AM,2014,19,1200,13,615,-75.24824034,39.96913895,5bedb2d8-0594-40cd-a428-fcc6deca4043,-119.685883474122,45.7956063579246
82,046784,201406046784,0 BLOCK N 12TH ST,10/14/2014 12:00:00 AM,2014,06,230,18,615,-75.15964207,39.95279182,2fee055b-8958-4afb-94c9-1fbf828ccf89,-119.647407120214,45.8021473075131
83,091932,201419091932,5600 BLOCK ARLINGTON ST,10/8/2014 12:00:00 AM,2014,19,220,19,615,-75.23643642,39.98570909,e13f691f-b21a-4486-b8fb-299f0ccb9787,-119.685617900365,45.8030913865706
84,046854,201406046854,600 BLOCK CHESTNUT ST,10/15/2014 12:00:00 AM,2014,06,150,8,625,-75.15172879,39.94931123,9d1cc7e2-ba7f-49aa-aa85-be324152373e,-119.643447041421,45.8020184283717
85,092419,201419092419,5300 BLOCK MARKET ST,10/10/2014 12:00:00 AM,2014,19,89,1,625,-75.22685296,39.96024807,28b03f4e-c92c-4267-a1a4-59d555d005e3,-119.675314711557,45.7954423976239
86,046907,201406046907,300 BLOCK CHERRY ST,10/15/2014 12:00:00 AM,2014,06,3000,11,615,-75.14642699,39.95333876,46765971-3c7d-4bbb-a410-29afd3bab0cd,-119.642440436285,45.8041748845262
87,094696,201419094696,5100 BLOCK KERSHAW ST,10/16/2014 12:00:00 AM,2014,19,150,18,625,-75.22403139,39.97386852,c1c7cf04-2b02-4639-9010-f8cb8c6ea273,-119.677754159769,45.8006382689562
88,096205,201419096205,4600 BLOCK CITY AV,10/20/2014 12:00:00 AM,2014,19,1200,19,615,-75.2233838,40.00262312,15f3d207-f3c6-4594-bd7a-160c5e0d615e,-119.684959869052,45.8108725756397
89,096248,201419096248,2400 BLOCK N 54TH ST,10/20/2014 12:00:00 AM,2014,19,800,22,615,-75.2344673,39.99595933,64ef2e0b-dcb9-4b5b-b236-c269565eb1a0,-119.687515128572,45.806981225156
90,047081,201406047081,N 04TH ST / MARKET ST,10/16/2014 12:00:00 AM,2014,06,700,13,615,-75.14724385,39.95036902,a2e8d775-ccee-4c40-a2cf-d3eceda2448a,-119.64198725596,45.8030141053717
91,047120,201406047120,200 BLOCK ELBOW LA,10/16/2014 12:00:00 AM,2014,06,100,19,625,-75.14584199,39.94936916,af211129-6bfa-4fa9-8eeb-f6cf1621f9de,-119.641186478881,45.8028560903606
92,096277,201419096277,5700 BLOCK WYNNEFIELD AV,10/21/2014 12:00:00 AM,2014,19,300,0,615,-75.23807591,39.99203418,5dbe7bed-da62-49a0-a142-2e8d3e4c386e,-119.687891749221,45.8050949461261
93,047610,201406047610,S 09TH ST / MARKET ST,10/19/2014 12:00:00 AM,2014,06,200,12,615,-75.15516157,39.95133408,711a0f43-5706-4f48-9193-b243350d4ae1,-119.645297742313,45.8022552523063
94,047661,201406047661,100 BLOCK S JUNIPER ST,10/19/2014 12:00:00 AM,2014,06,600,19,615,-75.16294626,39.95032723,667808d2-af15-47af-9c49-97143cb8aec1,-119.64804610442,45.8008193553269
95,097432,201419097432,1500 BLOCK N 52ND ST,10/24/2014 12:00:00 AM,2014,19,420,9,615,-75.22664164,39.97732123,47d7246f-7810-4d95-9127-81f66557df28,-119.679657916387,45.8014934946724
96,047807,201406047807,800 BLOCK SPRUCE ST,10/20/2014 12:00:00 AM,2014,06,300,17,615,-75.15479581,39.94570035,72cf7961-ded1-4415-9c20-84540695b0cc,-119.643697690773,45.8003192235277
97,097606,201419097606,5200 BLOCK LANCASTER AVE,10/24/2014 12:00:00 AM,2014,19,150,19,625,-75.22680727,39.97718949,e8a3c98f-2219-4730-baa2-40bcf6ba6ca2,-119.679687772978,45.8014240126588
98,048109,201406048109,0 BLOCK S BROAD ST,10/22/2014 12:00:00 AM,2014,06,550,16,615,-75.16371086,39.95126442,36a1fcec-3739-4b82-a0a2-35c18117434a,-119.648584327349,45.8010437115801
99,048208,201406048208,300 BLOCK S BROAD ST,10/23/2014 12:00:00 AM,2014,06,450,10,615,-75.16465897,39.94695568,2e9e2033-66cc-4e7d-b1d4-38e9fa217538,-119.647835107288,45.799392552751
100,048342,201406048342,1000 BLOCK FILBERT ST,10/24/2014 12:00:00 AM,2014,06,299,11,615,-75.15654373,39.95262152,6f6088aa-8750-4393-8d73-4f933cdc7c5d,-119.64616538319,45.8025174122802
101,076009,201422076009,1000 BLOCK W NORRIS ST,9/15/2014 12:00:00 AM,2014,22,950,15,615,-75.15002462,39.98227414,e5202521-9942-43e2-978c-248e18ecc6eb,-119.651326552995,45.8138824396612
102,048364,201406048364,0 BLOCK STRAWBERRY ST,10/24/2014 12:00:00 AM,2014,06,1000,14,615,-75.14460866,39.94901912,be2f8a45-f99e-4abd-92a0-9e3443de95be,-119.640619097049,45.8029038505894
103,076081,201422076081,1700 BLOCK MONUMENT ST,9/15/2014 12:00:00 AM,2014,22,500,19,615,-75.16268114,39.98298739,2e00235d-035e-4af1-9851-2e93f206dbe3,-119.656404325817,45.8123766295998
104,048531,201406048531,600 BLOCK CHESTNUT ST,10/25/2014 12:00:00 AM,2014,06,400,11,615,-75.15172879,39.94931123,3c31b636-9d82-490a-9e8d-504fb6b6f677,-119.643447041421,45.8020184283717
105,048934,201406048934,300 BLOCK DELANCEY ST,10/28/2014 12:00:00 AM,2014,06,667,8,615,-75.1475062,39.94392183,2e76d2cb-b7dc-4051-a515-9f97920ddb2f,-119.640419514605,45.8007040045644
106,076649,201422076649,1500 BLOCK N CARLISLE ST,9/17/2014 12:00:00 AM,2014,22,250,16,615,-75.15928565,39.97647697,aa82f778-c3a5-4ead-8280-1de5095145cc,-119.653404593874,45.8105512814029
107,048984,201406048984,200 BLOCK CHURCH ST,10/28/2014 12:00:00 AM,2014,06,1000,13,615,-75.14436909,39.95065176,af40d8a1-84df-4344-b99e-b1aacd8cd1fd,-119.640949194466,45.8035129041256
108,094719,201415094719,7100 BLOCK GLENLOCH ST,10/8/2014 12:00:00 AM,2014,15,150,21,625,-75.03971205,40.03002218,1658b091-b45d-456f-9b33-d49879496497,-119.621041067498,45.8460467829524
109,077240,201422077240,2000 BLOCK N 17TH ST,9/19/2014 12:00:00 AM,2014,22,500,13,615,-75.16155095,39.98427527,3bb66151-98cd-4c02-b41e-632ba7683aa5,-119.656301185007,45.8129879544053
110,095422,201415095422,1000 BLOCK FILLMORE ST,10/10/2014 12:00:00 AM,2014,15,150,18,625,-75.09040531,40.02296549,a5cb5eb8-793a-416d-92c1-ae61e172b974,-119.638820664881,45.8365202403306
111,097660,201415097660,6200 BLOCK COTTAGE ST,10/16/2014 12:00:00 AM,2014,15,150,18,625,-75.05765878,40.02305297,e68c8e09-cae1-4618-8667-7b5c9c228736,-119.626176890923,45.8410958568186
112,077289,201422077289,1800 BLOCK W SUSQUEHANNA AV,9/19/2014 12:00:00 AM,2014,22,40,16,635,-75.16262356,39.98707102,09b4bb2a-f5b9-4910-9596-571729b0bcc3,-119.657440447388,45.813825408036
113,098370,201415098370,3300 BLOCK MERIDIAN ST,10/18/2014 12:00:00 AM,2014,15,200,13,615,-75.0349463,40.04278469,f8d3805f-ee38-49ac-bc97-3b3c1db454c8,-119.62250682885,45.8512148878935
114,099229,201415099229,4800 BLOCK FRANKFORD AVE,10/20/2014 12:00:00 AM,2014,15,200,17,615,-75.08266886,40.01795206,ee287fe7-4fa1-431c-830e-1be3e6332414,-119.634528443191,45.8358241691782
115,077310,201422077310,2000 BLOCK N BROAD ST,9/19/2014 12:00:00 AM,2014,22,150,18,625,-75.15675723,39.98365331,e3bada6d-2f2b-4756-9a98-0199e95ec254,-119.654286782705,45.8134341811546
116,099554,201415099554,5900 BLOCK TORRESDALE AVE,10/21/2014 12:00:00 AM,2014,15,300,13,615,-75.06058767,40.01691969,c1575084-4a30-4df8-bd30-68f4377703e1,-119.625719841036,45.838524106712
117,100746,201415100746,FRANKFORD AV / MARPLE ST,10/24/2014 12:00:00 AM,2014,15,100,17,625,-75.03500443,40.03891802,d5bd2093-12e8-42e8-988a-2f6c858eb0d6,-119.62152651415,45.8498412937754
118,077915,201422077915,2400 BLOCK N COLLEGE AV,9/21/2014 12:00:00 AM,2014,22,300,13,615,-75.17645197,39.97443875,caf3b0c7-0014-4962-bcef-db7c9dc02f3e,-119.65951230344,45.8074484271413
119,101539,201415101539,4400 BLOCK OAKMONT ST,10/26/2014 12:00:00 AM,2014,15,50,17,625,-75.0327,40.03531485,cf49af46-8893-461c-8e00-678e86fd28a8,-119.619700568236,45.8488886053799
120,077917,201422077917,1800 BLOCK N BOUVIER ST,9/21/2014 12:00:00 AM,2014,22,350,13,615,-75.16302722,39.98120523,46c6dbd2-cade-4960-a302-c573d5e7b385,-119.656076254868,45.8116998185309
121,105646,201415105646,4800 BLOCK COMLY ST,11/6/2014 12:00:00 AM,2014,15,150,10,625,-75.05801114,40.01610549,3a0cef78-b507-47dd-b7be-2c475ec0a6e3,-119.6245121353,45.8385941971539
122,039427,201416039427,600 BLOCK N 33RD ST,9/15/2014 12:00:00 AM,2014,16,170,15,625,-75.19030886,39.96541244,61d9e17b-38a1-4e23-b806-e7a914cb53aa,-119.662529567987,45.8023400480911
123,078213,201422078213,1800 BLOCK N BOUVIER ST,9/22/2014 12:00:00 AM,2014,22,500,11,615,-75.16302722,39.98120523,9a1cb3af-bab3-4064-917b-261ff1aca743,-119.656076254868,45.8116998185309
124,039474,201416039474,1300 BLOCK MLK DR,9/15/2014 12:00:00 AM,2014,16,750,18,615,-75.19856124,39.97730303,ae0a7e58-f293-4c93-b9c4-f95747fc922c,-119.668800471198,45.805388066348
125,039632,201416039632,0 BLOCK N 39TH ST,9/16/2014 12:00:00 AM,2014,16,500,20,615,-75.19948068,39.95720568,128d3dc6-377f-4aab-a41d-0de8df19fdad,-119.663948290666,45.7981717225114
126,039658,201416039658,400 BLOCK N 31ST ST,9/16/2014 12:00:00 AM,2014,16,400,22,615,-75.18726623,39.96235187,9029a29c-ff21-4e60-93cb-594babdc7607,-119.660560650904,45.8016831351878
