FID,DC_NUM,DC_KEY,LOCATION_B,THEFT_DATE,THEFT_YEAR,DC_DIST,STOLEN_VAL,THEFT_HOUR,UCR,X,Y,GlobalID,x2,y2
740,059248,201418059248,4300 BLOCK OSAGE AV,9/24/2014 12:00:00 AM,2014,18,400,0,615,-75.20934749,39.95062055,d643836d-4447-4cb2-8b65-98670ec88c23,-119.666055681855,45.7944790037747
741,008037,201515008037,2900 BLOCK MAGEE AVE,1/26/2015 12:00:00 AM,2015,15,75,16,625,-75.06047141,40.03375958,a16753af-075c-46b3-86ea-f732136f62e6,-119.630041160164,45.8444858585197
742,059378,201418059378,900 BLOCK S 47TH ST,9/24/2014 12:00:00 AM,2014,18,800,18,615,-75.21632399,39.94802357,b051cba6-17d8-4d89-a9ba-17ae6fe62e56,-119.668079032187,45.7925941850394
743,059448,201418059448,4800 BLOCK PINE ST,9/24/2014 12:00:00 AM,2014,18,500,21,615,-75.2187924,39.95256876,95b4e80e-6da7-4d43-9d8b-9bfc12d06b99,-119.670210258298,45.7938540582161
744,009561,201515009561,5200 BLOCK FRANKFORD AV,1/31/2015 12:00:00 AM,2015,15,100,19,625,-75.07818225,40.02241576,4c7e51ec-fe8c-48f6-897e-9388f2391ba4,-119.633950429628,45.8380226943984
745,059465,201418059465,3300 BLOCK WALNUT ST,9/24/2014 12:00:00 AM,2014,18,1000,23,615,-75.19088315,39.95261893,3ea1ff32-58ef-4607-ae52-bc83aa77b6ff,-119.659437415513,45.797748214567
746,002989,201516002989,3100 BLOCK JOHN F KENNEDY BLVD,1/21/2015 12:00:00 AM,2015,16,100,16,625,-75.18709977,39.95542856,100b3ca3-926a-4e94-a95f-baa09e3dbe08,-119.658702899675,45.7992644951655
747,059563,201418059563,5300 BLOCK MARKET ST,9/25/2014 12:00:00 AM,2014,18,450,12,615,-75.22745449,39.96027005,9421691a-78ab-4308-8b2d-bfc19beaa344,-119.675552861116,45.7953665793343
748,003015,201516003015,3800 BLOCK LANCASTER AV,1/21/2015 12:00:00 AM,2015,16,500,20,615,-75.19892653,39.96128418,ab1ae0eb-0ed0-450c-b3c2-66d1dcef7e74,-119.664790707308,45.7996870935645
749,059580,201418059580,200 BLOCK S 33RD ST,9/25/2014 12:00:00 AM,2014,18,400,13,615,-75.19018465,39.952056,09d0f501-e98e-4866-a18b-47efc9d1b6ce,-119.659021655461,45.7976467019257
750,003033,201516003033,3100 BLOCK JOHN F KENNEDY BLVD,1/21/2015 12:00:00 AM,2015,16,0,23,625,-75.18709977,39.95542856,bbea06c8-e56b-40c5-87d4-78771f42fd8a,-119.658702899675,45.7992644951655
751,059898,201418059898,200 BLOCK FARRAGUT ST,9/26/2014 12:00:00 AM,2014,18,600,21,615,-75.21492993,39.95443246,77dc9021-782c-43c9-8d5b-6b061234b0e2,-119.669200435368,45.7950478167475
752,005025,201516005025,3600 BLOCK BRANDYWINE ST,2/4/2015 12:00:00 AM,2015,16,500,20,615,-75.19530882,39.96313184,8526cf33-a49d-4bec-a700-819774c52062,-119.66387118866,45.8008412263874
753,059969,201418059969,S 34TH ST / WALNUT ST,9/27/2014 12:00:00 AM,2014,18,400,1,615,-75.19208367,39.95281273,f4b9d9b1-347d-4404-9321-1414b6060adc,-119.659951594347,45.7976498349935
754,005611,201516005611,3400 BLOCK WALLACE ST,2/8/2015 12:00:00 AM,2015,16,370,15,615,-75.1932465,39.9650341,b9c54e69-05ec-4f9d-94ab-0a1a2c36ceac,-119.663566956473,45.8017985992824
755,060087,201418060087,200 BLOCK S 41ST ST,9/27/2014 12:00:00 AM,2014,18,200,14,615,-75.20517512,39.95370749,e56a656a-4688-4d4c-90d5-7f80796e9ab2,-119.665242847541,45.7961471249092
756,005630,201516005630,4000 BLOCK POWELTON AV,2/8/2015 12:00:00 AM,2015,16,400,18,615,-75.20379584,39.95900336,8dad418e-d2e0-4f13-9fdf-72ae5af316ae,-119.666081697181,45.7982063598546
757,060523,201418060523,4900 BLOCK CATHARINE ST,9/29/2014 12:00:00 AM,2014,18,250,16,615,-75.2213477,39.94828137,b2912672-ac07-4ad8-83ff-47a0f306e4b8,-119.670087115706,45.7919872494697
758,005651,201516005651,0 BLOCK N 39TH ST,2/8/2015 12:00:00 AM,2015,16,200,21,615,-75.19949677,39.95721653,6558885b-fed8-4fc8-bff7-63b558322716,-119.663957319337,45.7981733161919
759,060631,201418060631,4900 BLOCK HAZEL AV,9/30/2014 12:00:00 AM,2014,18,200,9,615,-75.22128479,39.9505327,3ffd387c-bf31-453e-bbd1-a5b3e7601404,-119.670645970224,45.7927898538985
760,002450,201518002450,200 BLOCK S 42ND ST,1/13/2015 12:00:00 AM,2015,18,550,13,615,-75.20659692,39.95409361,df403e04-9287-4b18-8807-f9e0ac3403e5,-119.6658923335,45.7960858057689
761,060740,201418060740,4400 BLOCK PINE ST,9/30/2014 12:00:00 AM,2014,18,75,18,625,-75.21104482,39.95169011,c987630e-f8c4-4c4d-a9ca-d8f4a21e37f5,-119.666988660207,45.7946204103028
762,003279,201518003279,500 BLOCK S 43RD ST,1/16/2015 12:00:00 AM,2015,18,780,15,615,-75.20930995,39.94951076,d6069d6a-0487-44d6-9779-1afac4fda03e,-119.665753721491,45.7940928701783
763,061228,201418061228,3400 BLOCK SPRUCE ST,10/2/2014 12:00:00 AM,2014,18,800,15,615,-75.19266394,39.95041357,b461e85d-481b-4f87-9a6a-ed3ba2745246,-119.659554478168,45.7967231815859
764,004059,201518004059,6100 BLOCK MARKET ST,1/20/2015 12:00:00 AM,2015,18,200,11,615,-75.24276589,39.96217295,4f99eb80-8c69-482b-a752-41fc3916493d,-119.681962632875,45.7939103200982
765,061497,201418061497,3600 BLOCK CHESTNUT ST,10/3/2014 12:00:00 AM,2014,18,150,14,625,-75.19548473,39.9547475,7bdf36df-cb86-4af3-80be-070216353554,-119.661767181408,45.797859799655
766,004197,201518004197,400 BLOCK S 40TH ST,1/20/2015 12:00:00 AM,2015,18,600,21,615,-75.20337454,39.95009235,3b89a956-3711-4ad7-9066-23d1179072de,-119.663610595908,45.795122360269
767,062262,201418062262,3300 BLOCK MARKET ST,10/6/2014 12:00:00 AM,2014,18,300,17,615,-75.1895595,39.95556836,5594b647-fd1c-43bc-8b2f-4e817411278f,-119.659689779928,45.7989721956792
768,062264,201418062264,3900 BLOCK WALNUT ST,10/6/2014 12:00:00 AM,2014,18,1000,17,615,-75.2018695,39.95407373,d64291cc-90d2-462a-9084-ff21b47aaae5,-119.664060204225,45.7967354129704
769,004338,201518004338,4600 BLOCK BALTIMORE AV,1/21/2015 12:00:00 AM,2015,18,350,16,615,-75.21684602,39.94869338,4244862b-612d-424b-adc8-b4193a2075d8,-119.668454254379,45.7927578606064
770,062465,201418062465,3600 BLOCK MARKET ST,10/7/2014 12:00:00 AM,2014,18,1000,17,615,-75.19607301,39.95638939,b5467171-b297-4489-92cf-fa348c8e3c3b,-119.662419840238,45.798357135729
771,005049,201518005049,5100 BLOCK BALTIMORE AV,1/24/2015 12:00:00 AM,2015,18,30,16,635,-75.22738225,39.94782145,933bc19a-73e6-461f-bf97-2e67ab577c28,-119.672299850393,45.7909867802516
772,062494,201418062494,4500 BLOCK SPRUCE ST,10/7/2014 12:00:00 AM,2014,18,500,19,615,-75.21323204,39.9530571,622d0629-8807-4fcb-8c62-1399cd6b241d,-119.66818800431,45.7947986529369
773,007480,201518007480,3800 BLOCK LOCUST WALK,2/4/2015 12:00:00 AM,2015,18,150,13,625,-75.19925946,39.95250686,9e5f66cf-d8e6-4171-872b-e5d6b0fbcb6d,-119.662645648077,45.7965453648815
774,062636,201418062636,4000 BLOCK CHESTNUT ST,10/8/2014 12:00:00 AM,2014,18,500,11,615,-75.2042634,39.95584589,46e01af8-8939-4eed-96cf-aba5008575c1,-119.66544442872,45.7970278788948
775,007824,201518007824,3400 BLOCK CIVIC CENTER BLVD,2/5/2015 12:00:00 AM,2015,18,400,22,615,-75.19325262,39.94798909,6253ff28-3d23-45dc-8e74-647177d584c9,-119.659154084494,45.795786457421
776,062725,201418062725,200 BLOCK FARRAGUT ST,10/8/2014 12:00:00 AM,2014,18,350,18,615,-75.2150731,39.95328338,f18fe5f7-dcf8-42ab-9b0c-46cf926719e2,-119.668958090173,45.7946227113136
777,008219,201518008219,6000 BLOCK SPRUCE ST,2/7/2015 12:00:00 AM,2015,18,80,17,625,-75.2419574,39.95652002,420f80e2-3253-4743-8654-75a8c35f4ef3,-119.680185369467,45.7920291557078
778,062926,201418062926,3200 BLOCK CHESTNUT ST,10/9/2014 12:00:00 AM,2014,18,600,12,615,-75.18746822,39.95376335,ffec6b3f-1054-432b-af99-eab7171d7a60,-119.658413995054,45.7986260626154
779,062949,201418062949,3400 BLOCK CIVIC CENTER BLVD,10/9/2014 12:00:00 AM,2014,18,100,14,625,-75.19325262,39.94798909,5e1941d6-5dc4-4a7c-9b0a-52e9b89699c2,-119.659154084494,45.795786457421
780,004157,201522004157,2300 BLOCK CECIL B MOORE AV,1/15/2015 12:00:00 AM,2015,22,300,14,615,-75.17327595,39.98064795,930e182e-450c-4475-8c02-711369708c26,-119.659893691375,45.8100799643728
781,062969,201418062969,3100 BLOCK WALNUT ST,10/9/2014 12:00:00 AM,2014,18,500,15,615,-75.18705905,39.95214848,8c721674-1b56-46cc-901c-42e40cd323f8,-119.657837602467,45.7981133852127
782,006579,201522006579,1300 BLOCK N 26TH ST,1/23/2015 12:00:00 AM,2015,22,200,17,615,-75.1784357,39.97615106,c220df25-91aa-4591-adbe-6ca4e88d1240,-119.660722827392,45.8077769747355
783,063225,201418063225,900 BLOCK FARRAGUT TER,10/10/2014 12:00:00 AM,2014,18,1530,14,615,-75.21499444,39.94778689,0c13e1c3-5839-413a-b4c1-3348071f22a3,-119.667503943254,45.7926954091887
784,007471,201522007471,2600 BLOCK CECIL B MOORE AV,1/26/2015 12:00:00 AM,2015,22,200,20,615,-75.17755075,39.98127708,b8bd74a9-3342-4f09-b586-f4f2222542a6,-119.661709202404,45.8097082342378
785,063960,201418063960,3400 BLOCK MORAVIAN ST,10/13/2014 12:00:00 AM,2014,18,125,17,625,-75.19205726,39.95332821,51df248e-d190-4fca-952f-e34dd7165e64,-119.66007490399,45.7978352901048
786,011010,201522011010,1100 BLOCK W MONTGOMERY AV,2/7/2015 12:00:00 AM,2015,22,200,12,615,-75.15303353,39.9796004,489763a0-237a-4c42-874e-65e6739c7df8,-119.651796944308,45.8125213327443
787,063975,201418063975,0 BLOCK S 52ND ST,10/13/2014 12:00:00 AM,2014,18,100,17,625,-75.22520487,39.95869204,0b2c4897-744f-43c9-b7c7-cfca6520ffe0,-119.674274652156,45.7951226083599
788,006616,201525006616,1300 BLOCK W VENANGO ST,1/25/2015 12:00:00 AM,2015,25,915,16,615,-75.14943108,40.00734581,f70d899e-e289-45e6-b7bb-012b4b7075a0,-119.657596192316,45.8228119072602
789,063976,201418063976,200 BLOCK S 42ND ST,10/13/2014 12:00:00 AM,2014,18,700,18,615,-75.2066469,39.95385517,47509fa2-2664-4698-8174-9d3a12b953c3,-119.665849887398,45.7959947786797
790,002136,201526002136,900 BLOCK N LAWRENCE ST,1/13/2015 12:00:00 AM,2015,26,200,9,615,-75.14470574,39.96730575,1f3f55de-f00c-495d-b06d-0450c6db0381,-119.645392240626,45.8093403044973
791,064112,201418064112,S 54TH ST / LUDLOW ST,10/14/2014 12:00:00 AM,2014,18,100,12,625,-75.22881066,39.95969767,8109f05c-738d-4b17-96e8-c85f7a93e38b,-119.675928614938,45.7949763118854
792,005857,201526005857,2000 BLOCK E YORK ST,2/3/2015 12:00:00 AM,2015,26,300,11,615,-75.13022901,39.98429923,52c7827b-8531-4b36-9cbf-8319c839f846,-119.644197866311,45.8173453264963
793,064154,201418064154,500 BLOCK S 48TH ST,10/14/2014 12:00:00 AM,2014,18,200,15,615,-75.21892534,39.95011809,89cb102b-d2b3-4439-85b1-5a25684242cb,-119.669626809379,45.7929714103742
794,009065,201535009065,800 BLOCK W LINDLEY AVE,2/4/2015 12:00:00 AM,2015,35,135,17,625,-75.13801518,40.02958021,8f1be779-5afc-4b07-809e-727f9304a364,-119.658948934958,45.8322454746773
795,064445,201418064445,0 BLOCK S 52ND ST,10/15/2014 12:00:00 AM,2014,18,200,15,615,-75.22481796,39.9599825,e700473a-2277-4f4b-bdc4-9c5a8cfa9b76,-119.674459502126,45.7956314545145
796,055793,201406055793,N 883/ 05TH ST,12/11/2014 12:00:00 AM,2014,06,100,19,625,0,0,d65afc3f-d4b2-4f96-9495-2f5afc4fada5,,
797,064551,201418064551,3400 BLOCK SPRUCE ST,10/16/2014 12:00:00 AM,2014,18,345,4,615,-75.19307393,39.95055943,9c7788ad-eac0-4d87-bd8d-eab81041ce2b,-119.659750704631,45.7967176764457
798,065094,201418065094,4000 BLOCK BALTIMORE AV,10/18/2014 12:00:00 AM,2014,18,150,2,625,-75.20376712,39.94996229,e5d24f03-6e06-4bb1-a388-62378d10a14b,-119.663728626844,45.7950219689943
799,065141,201418065141,3900 BLOCK BALTIMORE AVE,10/18/2014 12:00:00 AM,2014,18,300,11,615,-75.20158213,39.95002837,fefb1644-02b8-44a1-93da-4a949abe5331,-119.662901328285,45.7953487479525
800,065225,201418065225,1100 BLOCK S 46TH ST,10/18/2014 12:00:00 AM,2014,18,100,19,625,-75.21205054,39.9463091,24ed4075-f756-4047-bf1b-fcf6cbee73e5,-119.665983562058,45.7925832312014
801,065405,201418065405,3000 BLOCK MARKET ST,10/19/2014 12:00:00 AM,2014,18,650,12,615,-75.18338846,39.95487731,5feaa584-2789-438c-8346-5180459ab661,-119.657125697216,45.7995854854809
802,065442,201418065442,400 BLOCK S 42ND ST,10/19/2014 12:00:00 AM,2014,18,200,18,615,-75.20724969,39.95046727,79f686e1-d2ad-4191-a656-37eace1a7b65,-119.665205280895,45.7947163329218
803,065493,201418065493,4200 BLOCK BALTIMORE AVE,10/20/2014 12:00:00 AM,2014,18,600,0,615,-75.20923732,39.949598,669af13a-71db-47c4-b8c2-303852de9f4b,-119.665748249806,45.7941337248849
804,065536,201418065536,500 BLOCK S 42ND ST,10/20/2014 12:00:00 AM,2014,18,2000,9,615,-75.207021,39.94861543,c961e62e-811c-4e2b-8e62-0dc49cdc8c89,-119.664637257682,45.7940950795417
